ProjectNumber,SampleNumber,ContinentalRiverBasinCode,RiverBasinCode,RiverSubBasinCode,StationTypeCode,StationNumber,Station,LatitudeDecimalDegrees,LongitudeDecimalDegrees,SampleMatrixCode,SampleTypeCode,CollectionCode,QCSampleFlag,SampleComment,SampleDatetime,97251 DEPTH OF SAMPLING FROM SURFACE m,1593 ALKALINITY PHENOLPHTHALEIN CACO3 mg/L,1592 ALKALINITY TOTAL CACO3 mg/L,103927 ALUMINUM DISSOLVED ug/L,103999 ALUMINUM TOTAL RECOVERABLE ug/L,2006 AMMONIA DISSOLVED mg/L,2007 AMMONIA TOTAL mg/L,103951 ANTIMONY DISSOLVED ug/L,80043 ANTIMONY TOTAL RECOVERABLE ug/L,103928 ARSENIC DISSOLVED ug/L,80020 ARSENIC TOTAL RECOVERABLE ug/L,103930 BARIUM DISSOLVED ug/L,80022 BARIUM TOTAL RECOVERABLE ug/L,103931 BERYLLIUM DISSOLVED ug/L,80023 BERYLLIUM TOTAL RECOVERABLE ug/L,1594 BICARBONATE (CALCD.) mg/L,103932 BISMUTH DISSOLVED ug/L,80024 BISMUTH TOTAL RECOVERABLE ug/L,103929 BORON DISSOLVED ug/L,80021 BORON TOTAL RECOVERABLE ug/L,103934 CADMIUM DISSOLVED ug/L,80026 CADMIUM TOTAL RECOVERABLE ug/L,103933 CALCIUM DISSOLVED mg/L,20111 CALCIUM DISSOLVED/FILTERED mg/L,80025 CALCIUM TOTAL RECOVERABLE mg/L,104311 CARBON DISSOLVED INORGANIC (DIC) mg/L,6154 CARBON DISSOLVED INORGANIC (DIC) mg/L,6107 CARBON DISSOLVED ORGANIC mg/L,22214 CARBON TOTAL ORGANIC (TOC) mg/L,1595 CARBONATE (CALCD.) mg/L,2003 CHLORIDE DISSOLVED mg/L,99212 CHLOROPHYLL A mg/m3,103937 CHROMIUM DISSOLVED ug/L,80029 CHROMIUM TOTAL RECOVERABLE ug/L,97320 CLOUD COVER %,103936 COBALT DISSOLVED ug/L,80028 COBALT TOTAL RECOVERABLE ug/L,106257 COLOUR (VISUAL) AT SITE N/A,103938 COPPER DISSOLVED ug/L,80030 COPPER TOTAL RECOVERABLE ug/L,107206 EUPHOTIC DEPTH m,106258 FOAM (VISUAL) AT SITE N/A,10602 HARDNESS TOTAL CACO3 (CALCD.) mg/L,5155 HYDROGEN-2 (DEUTERIUM) IN WATER o/oo VSMOW,1596 HYDROXIDE (CALCD.) mg/L,"106266 ICE THICKNESS, ESTIMATE m",60209 IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.) %,102090 IRON DISSOLVED mg/L,103939 IRON DISSOLVED ug/L,80031 IRON TOTAL RECOVERABLE ug/L,103949 LEAD DISSOLVED ug/L,80041 LEAD TOTAL RECOVERABLE ug/L,103942 LITHIUM DISSOLVED ug/L,80034 LITHIUM TOTAL RECOVERABLE ug/L,12111 MAGNESIUM DISSOLVED/FILTERED mg/L,102089 MANGANESE DISSOLVED mg/L,103944 MANGANESE DISSOLVED ug/L,80036 MANGANESE TOTAL RECOVERABLE ug/L,109749 MERCURY DISSOLVED ng/L,109748 MERCURY TOTAL ng/L,107108 MICROCYSTIN TOTAL ug/L,103945 MOLYBDENUM DISSOLVED ug/L,80037 MOLYBDENUM TOTAL RECOVERABLE ug/L,103947 NICKEL DISSOLVED ug/L,80039 NICKEL TOTAL RECOVERABLE ug/L,2008 NITROGEN DISSOLVED KJELDAHL (DKN) mg/L,102647 NITROGEN NITRATE mg/L,102648 NITROGEN NITRITE mg/L,102649 NITROGEN NO3 & NO2 mg/L,7602 NITROGEN TOTAL (CALCD.) mg/L,2009 NITROGEN TOTAL KJELDAHL (TKN) mg/L,106260 ODOUR APPARENT IN SAMPLE N/A,80558 OXYGEN DISSOLVED (FIELD METER) mg/L,5154 OXYGEN-18 IN WATER o/oo VSMOW,100923 PH (FIELD) pH units,10301 PH (LAB) pH units,2014 PHOSPHATE DISSOLVED ORTHO mg/L,2013 PHOSPHORUS TOTAL (P) mg/L,2010 PHOSPHORUS TOTAL DISSOLVED mg/L,101163 PHOTOSYNTHETICALLY ACTIVE RADIATION umol/s/m2,19111 POTASSIUM DISSOLVED/FILTERED mg/L,900038 REASON FOR MISSING SAMPLE N/A,2031 REDOX POTENTIAL mV,2005 RESIDUE NONFILTERABLE mg/L,48429 RHENIUM DISSOLVED ug/L,48411 RHENIUM TOTAL RECOVERABLE ug/L,2078 SECCHI DISK TRANSPARENCY m,103952 SELENIUM DISSOLVED ug/L,80044 SELENIUM TOTAL RECOVERABLE ug/L,14106 SILICA REACTIVE mg/L,103953 SILICON DISSOLVED mg/L,80045 SILICON TOTAL RECOVERABLE mg/L,103926 SILVER DISSOLVED ug/L,103998 SILVER TOTAL RECOVERABLE ug/L,"106267 SNOW DEPTH ON ICE, ESTIMATE m",11111 SODIUM DISSOLVED/FILTERED mg/L,100924 SPECIFIC CONDUCTANCE (FIELD) uS/cm,2041 SPECIFIC CONDUCTANCE (LAB) uS/cm,103955 STRONTIUM DISSOLVED ug/L,80047 STRONTIUM TOTAL RECOVERABLE ug/L,1599 SULPHATE DISSOLVED mg/L,125 SUM OF ANIONS meq/L,120 SUM OF CATIONS meq/L,97060 TEMPERATURE AIR deg C,100925 TEMPERATURE WATER deg C,103958 THALLIUM DISSOLVED ug/L,80053 THALLIUM TOTAL RECOVERABLE ug/L,103956 THORIUM DISSOLVED ug/L,80048 THORIUM TOTAL RECOVERABLE ug/L,103954 TIN DISSOLVED ug/L,80046 TIN TOTAL RECOVERABLE ug/L,103957 TITANIUM DISSOLVED ug/L,80049 TITANIUM TOTAL RECOVERABLE ug/L,201 TOTAL DISSOLVED SOLIDS (CALCD.) mg/L,97001 TOTAL WATER DEPTH m,106259 TURBIDITY (VISUAL) AT SITE N/A,103959 URANIUM DISSOLVED ug/L,80054 URANIUM TOTAL RECOVERABLE ug/L,103960 VANADIUM DISSOLVED ug/L,80055 VANADIUM TOTAL RECOVERABLE ug/L,103961 ZINC DISSOLVED ug/L,80056 ZINC TOTAL RECOVERABLE ug/L
ABS142,21SWL81112,SAS,OLD,05AA,1,AB05AA1062,"CROWSNEST LAKE, WEST BASIN PROFILE",49.628860,-114.649580,0,1,122,N,,05/12/2021 10:56:00,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.89,,8.01,,,,,212,,,,,,,,,,,,,,,,,384,,,,,,,,6.15,,,,,,,,,,,,,,,,,
ABS142,21SWL81113,SAS,OLD,05AA,1,AB05AA1062,"CROWSNEST LAKE, WEST BASIN PROFILE",49.628860,-114.649580,0,1,122,N,,05/12/2021 10:57:00,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.89,,8.01,,,,,174.5,,,,,,,,,,,,,,,,,384,,,,,,,,6.15,,,,,,,,,,,,,,,,,
ABS142,21SWL81114,SAS,OLD,05AA,1,AB05AA1062,"CROWSNEST LAKE, WEST BASIN PROFILE",49.628860,-114.649580,0,1,122,N,,05/12/2021 10:58:00,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,8.01,,,,,133.9,,,,,,,,,,,,,,,,,384,,,,,,,,6.15,,,,,,,,,,,,,,,,,
ABS142,21SWL81115,SAS,OLD,05AA,1,AB05AA1062,"CROWSNEST LAKE, WEST BASIN PROFILE",49.628860,-114.649580,0,1,122,N,,05/12/2021 10:59:00,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,8.01,,,,,112.7,,,,,,,,,,,,,,,,,384,,,,,,,,6.15,,,,,,,,,,,,,,,,,
ABS142,21SWL81116,SAS,OLD,05AA,1,AB05AA1062,"CROWSNEST LAKE, WEST BASIN PROFILE",49.628860,-114.649580,0,1,122,N,,05/12/2021 11:00:00,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,8.01,,,,,84.4,,,,,,,,,,,,,,,,,384,,,,,,,,6.16,,,,,,,,,,,,,,,,,
ABS142,21SWL81117,SAS,OLD,05AA,1,AB05AA1062,"CROWSNEST LAKE, WEST BASIN PROFILE",49.628860,-114.649580,0,1,122,N,,05/12/2021 11:01:00,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,8.01,,,,,77.1,,,,,,,,,,,,,,,,,384,,,,,,,,6.15,,,,,,,,,,,,,,,,,
ABS142,21SWL81118,SAS,OLD,05AA,1,AB05AA1062,"CROWSNEST LAKE, WEST BASIN PROFILE",49.628860,-114.649580,0,1,122,N,,05/12/2021 11:02:00,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,8.01,,,,,51.4,,,,,,,,,,,,,,,,,384,,,,,,,,6.15,,,,,,,,,,,,,,,,,
ABS142,21SWL81119,SAS,OLD,05AA,1,AB05AA1062,"CROWSNEST LAKE, WEST BASIN PROFILE",49.628860,-114.649580,0,1,122,N,,05/12/2021 11:03:00,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.87,,8.01,,,,,44.7,,,,,,,,,,,,,,,,,384,,,,,,,,6.15,,,,,,,,,,,,,,,,,
ABS142,21SWL81156,SAS,OLD,05AA,1,AB05AA1062,"CROWSNEST LAKE, WEST BASIN PROFILE",49.628860,-114.649580,0,1,122,N,,05/12/2021 11:04:00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.87,,8.01,,,,,36.3,,,,,,,,,,,,,,,,,384,,,,,,,,6.15,,,,,,,,,,,,,,,,,
ABS142,21SWL81120,SAS,OLD,05AA,1,AB05AA1062,"CROWSNEST LAKE, WEST BASIN PROFILE",49.628860,-114.649580,0,1,122,N,,05/12/2021 11:05:00,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.87,,8.01,,,,,23.5,,,,,,,,,,,,,,,,,384,,,,,,,,6.15,,,,,,,,,,,,,,,,,
ABS142,21SWL81121,SAS,OLD,05AA,1,AB05AA1062,"CROWSNEST LAKE, WEST BASIN PROFILE",49.628860,-114.649580,0,1,122,N,,05/12/2021 11:06:00,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.86,,8.01,,,,,18.8,,,,,,,,,,,,,,,,,384,,,,,,,,6.15,,,,,,,,,,,,,,,,,
ABS142,21SWL81122,SAS,OLD,05AA,1,AB05AA1062,"CROWSNEST LAKE, WEST BASIN PROFILE",49.628860,-114.649580,0,1,122,N,,05/12/2021 11:07:00,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.85,,8.01,,,,,,,,,,,,,,,,,,,,,,384,,,,,,,,6.14,,,,,,,,,,,,,,,,,
ABS142,21SWL81123,SAS,OLD,05AA,1,AB05AA1062,"CROWSNEST LAKE, WEST BASIN PROFILE",49.628860,-114.649580,0,1,122,N,,05/12/2021 11:08:00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.84,,8.01,,,,,,,,,,,,,,,,,,,,,,384,,,,,,,,6.13,,,,,,,,,,,,,,,,,
ABS142,21SWL81125,SAS,OLD,05AA,1,AB05AA1062,"CROWSNEST LAKE, WEST BASIN PROFILE",49.628860,-114.649580,0,1,122,N,,05/12/2021 11:10:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.84,,8.01,,,,,,,,,,,,,,,,,,,,,,384,,,,,,,,6.13,,,,,,,,,,,,,,,,,
ABS142,21SWL81127,SAS,OLD,05AA,1,AB05AA1062,"CROWSNEST LAKE, WEST BASIN PROFILE",49.628860,-114.649580,0,1,122,N,,05/12/2021 11:12:00,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.83,,8.01,,,,,,,,,,,,,,,,,,,,,,384,,,,,,,,6.13,,,,,,,,,,,,,,,,,
ABS142,21SWL81129,SAS,OLD,05AA,1,AB05AA1062,"CROWSNEST LAKE, WEST BASIN PROFILE",49.628860,-114.649580,0,1,122,N,,05/12/2021 11:14:00,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.82,,8.01,,,,,,,,,,,,,,,,,,,,,,384,,,,,,,,6.13,,,,,,,,,,,,,,,,,
ABS142,21SWL81131,SAS,OLD,05AA,1,AB05AA1062,"CROWSNEST LAKE, WEST BASIN PROFILE",49.628860,-114.649580,0,1,122,N,,05/12/2021 11:16:00,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.81,,8.01,,,,,,,,,,,,,,,,,,,,,,384,,,,,,,,6.12,,,,,,,,,,,,,,,,,
ABS142,21SWL81133,SAS,OLD,05AA,1,AB05AA1062,"CROWSNEST LAKE, WEST BASIN PROFILE",49.628860,-114.649580,0,1,122,N,,05/12/2021 11:18:00,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.75,,8.01,,,,,,,,,,,,,,,,,,,,,,385,,,,,,,,6.08,,,,,,,,,,,,,,,,,
ABS142,21SWL81135,SAS,OLD,05AA,1,AB05AA1062,"CROWSNEST LAKE, WEST BASIN PROFILE",49.628860,-114.649580,0,1,122,N,,05/12/2021 11:20:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.75,,8,,,,,,,,,,,,,,,,,,,,,,384,,,,,,,,6.08,,,,,,,,,,,,,,,,,
ABS142,21SWL81137,SAS,OLD,05AA,1,AB05AA1062,"CROWSNEST LAKE, WEST BASIN PROFILE",49.628860,-114.649580,0,1,122,N,,05/12/2021 11:22:00,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.75,,8,,,,,,,,,,,,,,,,,,,,,,384,,,,,,,,6.09,,,,,,,,,,,,,,,,,
ABS142,21SWL81139,SAS,OLD,05AA,1,AB05AA1062,"CROWSNEST LAKE, WEST BASIN PROFILE",49.628860,-114.649580,0,1,122,N,,05/12/2021 11:24:00,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.74,,8,,,,,,,,,,,,,,,,,,,,,,384,,,,,,,,6.09,,,,,,,,,,,,,,,,,
ABS142,21SWL81141,SAS,OLD,05AA,1,AB05AA1062,"CROWSNEST LAKE, WEST BASIN PROFILE",49.628860,-114.649580,0,1,122,N,,05/12/2021 11:26:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.71,,8,,,,,,,,,,,,,,,,,,,,,,385,,,,,,,,6.08,,,,,,,,,,,,,,,,,
ABS142,21SWL81143,SAS,OLD,05AA,1,AB05AA1062,"CROWSNEST LAKE, WEST BASIN PROFILE",49.628860,-114.649580,0,1,122,N,,05/12/2021 11:28:00,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.71,,8,,,,,,,,,,,,,,,,,,,,,,384,,,,,,,,6.09,,,,,,,,,,,,,,,,,
ABS142,21SWL81145,SAS,OLD,05AA,1,AB05AA1062,"CROWSNEST LAKE, WEST BASIN PROFILE",49.628860,-114.649580,0,1,122,N,,05/12/2021 11:30:00,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.69,,8,,,,,,,,,,,,,,,,,,,,,,385,,,,,,,,6.09,,,,,,,,,,,,,,,,,
ABS142,21SWL81147,SAS,OLD,05AA,1,AB05AA1062,"CROWSNEST LAKE, WEST BASIN PROFILE",49.628860,-114.649580,0,1,122,N,,05/12/2021 11:32:00,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.66,,7.99,,,,,,,,,,,,,,,,,,,,,,385,,,,,,,,6.07,,,,,,,,,,,,,,,,,
ABS142,21SWL81149,SAS,OLD,05AA,1,AB05AA1062,"CROWSNEST LAKE, WEST BASIN PROFILE",49.628860,-114.649580,0,1,122,N,,05/12/2021 11:34:00,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.63,,7.99,,,,,,,,,,,,,,,,,,,,,,385,,,,,,,,6.06,,,,,,,,,,,,,,,,,
ABS142,21SWL81151,SAS,OLD,05AA,1,AB05AA1062,"CROWSNEST LAKE, WEST BASIN PROFILE",49.628860,-114.649580,0,1,122,N,,05/12/2021 11:36:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.62,,7.99,,,,,,,,,,,,,,,,,,,,,,385,,,,,,,,6.07,,,,,,,,,,,,,,,,,
ABS142,21SWL81153,SAS,OLD,05AA,1,AB05AA1062,"CROWSNEST LAKE, WEST BASIN PROFILE",49.628860,-114.649580,0,1,17,N,"bottom grab for routines, metals & Hgs",05/12/2021 11:37:00,25,L1,130,0.9,7.8,,L0.015,L0.09,0.054,0.15,0.16,39.2,38.5,L0.004,L0.003,160,L0.003,0.006,6.5,6,0.006,L0.01,,50,,28,,0.66,,L1,8.1,,L0.3,0.1,,0.009,0.013,,0.2,0.23,,,170,,L1,,5.5,L0.06,L2,14,L0.02,0.2,4.66,4.35,11,L0.004,L0.01,3.19,0.1,6.06,,0.604,0.62,0.5,0.52,,0.023,L0.003,0.023,0.25,0.23,,11.6,,7.99,8.23,,0.0071,L0.003,,5.5,,,15,,,,1.4,1.4,1.3,0.61,0.65,L0.003,L0.001,,1.4,386,380,224,226,58,4.1,3.6,,6.05,0.008,0.009,0.005,0.018,L0.06,L0.06,0.14,0.23,210,,,0.375,0.377,0.258,0.316,0.5,1.4
ABS142,21SWL81155,SAS,OLD,05AA,1,AB05AA1062,"CROWSNEST LAKE, WEST BASIN PROFILE",49.628860,-114.649580,0,1,122,N,,05/12/2021 11:40:00,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.57,,7.98,,,,,,,,,,,,,,,,,,,,,,386,,,,,,,,6.05,,,,,,,,,,,,,,,,,
ABS142,21SWL82103,SAS,OLD,05AA,1,AB05AA1062,"CROWSNEST LAKE, WEST BASIN PROFILE",49.628860,-114.649580,0,1,122,N,ORP not recorded for this trip,06/15/2021 13:02:00,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1515.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABS142,21SWL82104,SAS,OLD,05AA,1,AB05AA1062,"CROWSNEST LAKE, WEST BASIN PROFILE",49.628860,-114.649580,0,1,122,N,,06/15/2021 13:03:00,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.34,,8.18,,,,,1606.7,,,,,,,,,,,,,,,,,294,,,,,,,,8.74,,,,,,,,,,,,,,,,,
ABS142,21SWL82105,SAS,OLD,05AA,1,AB05AA1062,"CROWSNEST LAKE, WEST BASIN PROFILE",49.628860,-114.649580,0,1,122,N,,06/15/2021 13:04:00,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,,8.16,,,,,1355.1,,,,,,,,,,,,,,,,,300,,,,,,,,8.62,,,,,,,,,,,,,,,,,
ABS142,21SWL82106,SAS,OLD,05AA,1,AB05AA1062,"CROWSNEST LAKE, WEST BASIN PROFILE",49.628860,-114.649580,0,1,122,N,,06/15/2021 13:05:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.43,,8.12,,,,,1148,,,,,,,,,,,,,,,,,300,,,,,,,,8.58,,,,,,,,,,,,,,,,,
ABS142,21SWL82107,SAS,OLD,05AA,1,AB05AA1062,"CROWSNEST LAKE, WEST BASIN PROFILE",49.628860,-114.649580,0,1,122,N,,06/15/2021 13:06:00,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.46,,8.09,,,,,869.5,,,,,,,,,,,,,,,,,300,,,,,,,,8.56,,,,,,,,,,,,,,,,,
ABS142,21SWL82108,SAS,OLD,05AA,1,AB05AA1062,"CROWSNEST LAKE, WEST BASIN PROFILE",49.628860,-114.649580,0,1,122,N,,06/15/2021 13:07:00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.47,,8.06,,,,,765.5,,,,,,,,,,,,,,,,,300,,,,,,,,8.57,,,,,,,,,,,,,,,,,
ABS142,21SWL82109,SAS,OLD,05AA,1,AB05AA1062,"CROWSNEST LAKE, WEST BASIN PROFILE",49.628860,-114.649580,0,1,122,N,,06/15/2021 13:08:00,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.48,,8.03,,,,,662.2,,,,,,,,,,,,,,,,,300,,,,,,,,8.58,,,,,,,,,,,,,,,,,
ABS142,21SWL82110,SAS,OLD,05AA,1,AB05AA1062,"CROWSNEST LAKE, WEST BASIN PROFILE",49.628860,-114.649580,0,1,122,N,,06/15/2021 13:09:00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.47,,8,,,,,533.8,,,,,,,,,,,,,,,,,300,,,,,,,,8.7,,,,,,,,,,,,,,,,,
ABS142,21SWL82111,SAS,OLD,05AA,1,AB05AA1062,"CROWSNEST LAKE, WEST BASIN PROFILE",49.628860,-114.649580,0,1,122,N,,06/15/2021 13:10:00,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.47,,7.99,,,,,439.3,,,,,,,,,,,,,,,,,300,,,,,,,,8.7,,,,,,,,,,,,,,,,,
ABS142,21SWL82112,SAS,OLD,05AA,1,AB05AA1062,"CROWSNEST LAKE, WEST BASIN PROFILE",49.628860,-114.649580,0,1,122,N,,06/15/2021 13:11:00,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.47,,7.97,,,,,385.7,,,,,,,,,,,,,,,,,300,,,,,,,,8.56,,,,,,,,,,,,,,,,,
ABS142,21SWL82113,SAS,OLD,05AA,1,AB05AA1062,"CROWSNEST LAKE, WEST BASIN PROFILE",49.628860,-114.649580,0,1,122,N,,06/15/2021 13:12:00,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.47,,7.96,,,,,303.3,,,,,,,,,,,,,,,,,300,,,,,,,,8.55,,,,,,,,,,,,,,,,,
ABS142,21SWL82114,SAS,OLD,05AA,1,AB05AA1062,"CROWSNEST LAKE, WEST BASIN PROFILE",49.628860,-114.649580,0,1,122,N,,06/15/2021 13:13:00,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.47,,7.94,,,,,264.5,,,,,,,,,,,,,,,,,300,,,,,,,,8.55,,,,,,,,,,,,,,,,,
ABS142,21SWL82115,SAS,OLD,05AA,1,AB05AA1062,"CROWSNEST LAKE, WEST BASIN PROFILE",49.628860,-114.649580,0,1,122,N,,06/15/2021 13:14:00,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.47,,7.93,,,,,227.6,,,,,,,,,,,,,,,,,300,,,,,,,,8.28,,,,,,,,,,,,,,,,,
ABS142,21SWL82116,SAS,OLD,05AA,1,AB05AA1062,"CROWSNEST LAKE, WEST BASIN PROFILE",49.628860,-114.649580,0,1,122,N,,06/15/2021 13:15:00,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.48,,7.92,,,,,187.9,,,,,,,,,,,,,,,,,299,,,,,,,,8.23,,,,,,,,,,,,,,,,,
ABS142,21SWL82117,SAS,OLD,05AA,1,AB05AA1062,"CROWSNEST LAKE, WEST BASIN PROFILE",49.628860,-114.649580,0,1,122,N,,06/15/2021 13:16:00,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.48,,7.91,,,,,126.7,,,,,,,,,,,,,,,,,299,,,,,,,,8.19,,,,,,,,,,,,,,,,,
ABS142,21SWL82118,SAS,OLD,05AA,1,AB05AA1062,"CROWSNEST LAKE, WEST BASIN PROFILE",49.628860,-114.649580,0,1,122,N,,06/15/2021 13:17:00,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,,7.88,,,,,123.3,,,,,,,,,,,,,,,,,299,,,,,,,,8.14,,,,,,,,,,,,,,,,,
ABS142,21SWL82119,SAS,OLD,05AA,1,AB05AA1062,"CROWSNEST LAKE, WEST BASIN PROFILE",49.628860,-114.649580,0,1,122,N,,06/15/2021 13:18:00,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.49,,7.87,,,,,111.9,,,,,,,,,,,,,,,,,299,,,,,,,,8.32,,,,,,,,,,,,,,,,,
