ProjectNumber,SampleNumber,ContinentalRiverBasinCode,RiverBasinCode,RiverSubBasinCode,StationTypeCode,StationNumber,Station,LatitudeDecimalDegrees,LongitudeDecimalDegrees,SampleMatrixCode,SampleTypeCode,CollectionCode,QCSampleFlag,SampleComment,SampleDatetime,97251 DEPTH OF SAMPLING FROM SURFACE m,1593 ALKALINITY PHENOLPHTHALEIN CACO3 mg/L,1592 ALKALINITY TOTAL CACO3 mg/L,103927 ALUMINUM DISSOLVED ug/L,103999 ALUMINUM TOTAL RECOVERABLE ug/L,2007 AMMONIA TOTAL mg/L,103951 ANTIMONY DISSOLVED ug/L,80043 ANTIMONY TOTAL RECOVERABLE ug/L,103928 ARSENIC DISSOLVED ug/L,80020 ARSENIC TOTAL RECOVERABLE ug/L,103930 BARIUM DISSOLVED ug/L,80022 BARIUM TOTAL RECOVERABLE ug/L,103931 BERYLLIUM DISSOLVED ug/L,80023 BERYLLIUM TOTAL RECOVERABLE ug/L,1594 BICARBONATE (CALCD.) mg/L,103932 BISMUTH DISSOLVED ug/L,80024 BISMUTH TOTAL RECOVERABLE ug/L,103929 BORON DISSOLVED ug/L,80021 BORON TOTAL RECOVERABLE ug/L,103934 CADMIUM DISSOLVED ug/L,80026 CADMIUM TOTAL RECOVERABLE ug/L,103933 CALCIUM DISSOLVED mg/L,20111 CALCIUM DISSOLVED/FILTERED mg/L,80025 CALCIUM TOTAL RECOVERABLE mg/L,6152 CARBON DISSOLVED INORGANIC (DIC) mg/L,6107 CARBON DISSOLVED ORGANIC mg/L,1595 CARBONATE (CALCD.) mg/L,2003 CHLORIDE DISSOLVED mg/L,103935 CHLORINE DISSOLVED mg/L,80027 CHLORINE TOTAL RECOVERABLE mg/L,99212 CHLOROPHYLL A mg/m3,103937 CHROMIUM DISSOLVED ug/L,80029 CHROMIUM TOTAL RECOVERABLE ug/L,97320 CLOUD COVER %,103936 COBALT DISSOLVED ug/L,80028 COBALT TOTAL RECOVERABLE ug/L,106257 COLOUR (VISUAL) AT SITE N/A,103938 COPPER DISSOLVED ug/L,80030 COPPER TOTAL RECOVERABLE ug/L,107206 EUPHOTIC DEPTH m,106258 FOAM (VISUAL) AT SITE N/A,10602 HARDNESS TOTAL CACO3 (CALCD.) mg/L,1596 HYDROXIDE (CALCD.) mg/L,"106266 ICE THICKNESS, ESTIMATE m",60209 IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.) %,102090 IRON DISSOLVED mg/L,103939 IRON DISSOLVED ug/L,80031 IRON TOTAL RECOVERABLE ug/L,103949 LEAD DISSOLVED ug/L,80041 LEAD TOTAL RECOVERABLE ug/L,103942 LITHIUM DISSOLVED ug/L,80034 LITHIUM TOTAL RECOVERABLE ug/L,12111 MAGNESIUM DISSOLVED/FILTERED mg/L,102089 MANGANESE DISSOLVED mg/L,103944 MANGANESE DISSOLVED ug/L,80036 MANGANESE TOTAL RECOVERABLE ug/L,109749 MERCURY DISSOLVED ng/L,109748 MERCURY TOTAL ng/L,107108 MICROCYSTIN TOTAL ug/L,103945 MOLYBDENUM DISSOLVED ug/L,80037 MOLYBDENUM TOTAL RECOVERABLE ug/L,103947 NICKEL DISSOLVED ug/L,80039 NICKEL TOTAL RECOVERABLE ug/L,2008 NITROGEN DISSOLVED KJELDAHL (DKN) mg/L,102647 NITROGEN NITRATE mg/L,102648 NITROGEN NITRITE mg/L,102649 NITROGEN NO3 & NO2 mg/L,7602 NITROGEN TOTAL (CALCD.) mg/L,2009 NITROGEN TOTAL KJELDAHL (TKN) mg/L,106260 ODOUR APPARENT IN SAMPLE N/A,80558 OXYGEN DISSOLVED (FIELD METER) mg/L,2000 OXYGEN DISSOLVED (FIELD QC) mg/L,100923 PH (FIELD) pH units,10301 PH (LAB) pH units,2013 PHOSPHORUS TOTAL (P) mg/L,2010 PHOSPHORUS TOTAL DISSOLVED mg/L,101163 PHOTOSYNTHETICALLY ACTIVE RADIATION umol/s/m2,19111 POTASSIUM DISSOLVED/FILTERED mg/L,900038 REASON FOR MISSING SAMPLE N/A,2031 REDOX POTENTIAL mV,2005 RESIDUE NONFILTERABLE mg/L,2078 SECCHI DISK TRANSPARENCY m,103952 SELENIUM DISSOLVED ug/L,80044 SELENIUM TOTAL RECOVERABLE ug/L,14106 SILICA REACTIVE mg/L,103926 SILVER DISSOLVED ug/L,103998 SILVER TOTAL RECOVERABLE ug/L,"106267 SNOW DEPTH ON ICE, ESTIMATE m",11111 SODIUM DISSOLVED/FILTERED mg/L,100924 SPECIFIC CONDUCTANCE (FIELD) uS/cm,2041 SPECIFIC CONDUCTANCE (LAB) uS/cm,103955 STRONTIUM DISSOLVED ug/L,80047 STRONTIUM TOTAL RECOVERABLE ug/L,1599 SULPHATE DISSOLVED mg/L,125 SUM OF ANIONS meq/L,120 SUM OF CATIONS meq/L,97060 TEMPERATURE AIR deg C,100925 TEMPERATURE WATER deg C,103958 THALLIUM DISSOLVED ug/L,80053 THALLIUM TOTAL RECOVERABLE ug/L,103956 THORIUM DISSOLVED ug/L,80048 THORIUM TOTAL RECOVERABLE ug/L,103954 TIN DISSOLVED ug/L,80046 TIN TOTAL RECOVERABLE ug/L,103957 TITANIUM DISSOLVED ug/L,80049 TITANIUM TOTAL RECOVERABLE ug/L,201 TOTAL DISSOLVED SOLIDS (CALCD.) mg/L,97001 TOTAL WATER DEPTH m,106259 TURBIDITY (VISUAL) AT SITE N/A,103959 URANIUM DISSOLVED ug/L,80054 URANIUM TOTAL RECOVERABLE ug/L,103960 VANADIUM DISSOLVED ug/L,80055 VANADIUM TOTAL RECOVERABLE ug/L,103961 ZINC DISSOLVED ug/L,80056 ZINC TOTAL RECOVERABLE ug/L
ABS020,18SWE07018,CHU,BEA,06AC,1,AB06AC0780,"JESSIE LAKE, PROFILE AT CENTRE",54.259440,-110.744720,0,1,122,N,,09/11/2018 17:02:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,,8.49,,,,,,,115,,,,,,,,,,2387,,,,,,,,11.91,,,,,,,,,,,,,,,,,
ABS020,18SWE03754,SAS,NSA,05EA,1,AB05EA0580,"LAC STE. ANNE, WEST SIDE COMPOSITE",53.722230,-114.498570,0,13,133,N,GPS: 53.71667. -114.5. Air Temp: 18 degC. Wind Speed: 8 km/h. Wind Dir: W. Waves: NA. -- Long thin algae and round green coloured globular algae.Lake is calm and not busy. DO keeps cutting out. Bouncing around at 0.1 and 0.5 m readings. -- Microcystin M180072.,06/13/2018 10:40:00,,L1,180,,,0.14,,,,,,,,,220,,,,,,,,36,,,18,L1,12,,,14.4,,,10,,,0,,,4.8,,140,L1,,2.4,L0.06,,,,,,,11,0.025,,,,,0.12,,,,,,0.036,L0.003,0.036,1.7,1.6,0,,,,8.16,0.075,0.041,,11,,,3.3,2.4,,,7.4,,,,29,,390,,,8,4.1,4.3,,,,,,,,,,,220,6.5,1,,,,,,
ABS020,18SWE03928,SAS,NSA,05EA,1,AB05EA0580,"LAC STE. ANNE, WEST SIDE COMPOSITE",53.722230,-114.498570,0,13,133,N,GPS: 53.71667. -114.5. Air Temp: 25degC. Wind Speed nil to 2 km/h. Wind Dir: W. Waves: 0. Lots of weeds at boat launch. lots of dispersed aphanizomenon in wtaer column. Installed AIS substrates at boat launch. Bridget meeting today with alberta environment to talk about pesticide application on lake isle. The pesticide application is planned for tomorrow July 18. Tow net. Sampled with orlando and his 2 daughters laurel and abby. Microcystin ID: M180073.,07/17/2018 10:00:00,,4.5,170,,,0.25,,,,,,,,,200,,,,,,,,30,,,19,5.4,12,,,38.3,,,0,,,0,,,5,,120,L1,,3.5,L0.06,,,,,,,12,0.14,,,,,0.31,,,,,,0.0039,L0.003,L0.0042,1.9,1.9,0,,,,8.55,0.11,0.051,,12,,,6.7,2.5,,,10,,,,30,,370,,,5.9,3.9,4.1,,,,,,,,,,,210,7.4,1,,,,,,
ABS020,18SWE04034,SAS,NSA,05EA,1,AB05EA0580,"LAC STE. ANNE, WEST SIDE COMPOSITE",53.722230,-114.498570,0,13,133,N,"GPS 53.71667, -114.5. Air Temp: 18 degC. Wind Speed: 5 km/h. Wind Direction: W. Waves: 0.05 m. -- Arrowhead growing at boat dock. very smokey sky - blocking out sun quite a bit and cooling off air. Suspended algae grass clippings very dispersed. North eastern most site algae was very dense in the wtaer column. Orlando sebastien and alvin sampling. Western most site lgae cleared and lots of zooplankton visible in the water column. Whole bunch of floating snails at the site on NW side of island. Hit bottom and pulled probe so redox was funky at 7.0 m. Tow net. Mirocystin ID: M180074.",08/08/2018 10:00:00,,6.1,170,,,0.19,,,,,,,,,190,,,,,,,,31,,,20,7.3,12,,,73,,,0,,,1,,,2.2,,130,L1,,4.4,L0.06,,,,,,,12,0.17,,,,,0.77,,,,,,0.0057,L0.003,0.0057,2.8,2.8,1,,,,8.63,0.25,0.12,,12,,,10,1.1,,,11,,,,31,,370,,,5,3.8,4.2,,,,,,,,,,,220,7.4,2,,,,,,
ABS020,18SWE04237,SAS,NSA,05EA,1,AB05EA0580,"LAC STE. ANNE, WEST SIDE COMPOSITE",53.722230,-114.498570,0,13,133,N,"GPS: 53.71667. -114.5. Air Temp: 10 degC. Wind Speed: nil. Wind Direction: nil. Waves: 0 m. -- Elaise, Alvin, and Jordan, and Orlando sampling. Lots of gulls on lake. Suspended algae at boat launch and streaking algae into west basin and clumping on easternmost portion of west basin. Microcystin ID: M180075. Tow net.",09/05/2018 10:00:00,,2.6,170,,,0.22,,,,,,,,,200,,,,,,,,29,,,20,3.2,13,,,158,,,5,,,0,,,1,,120,L1,,0.3,L0.06,,,,,,,11,0.1,,,,,3.05,,,,,,0.0092,L0.003,0.0092,3.8,3.8,0,,,,8.43,0.27,0.13,,11,,,17,0.5,,,12,,,,29,,370,,,5.4,3.9,4,,,,,,,,,,,210,7.4,3,,,,,,
ABS020,18SWE03755,SAS,NSA,05EA,1,AB05EA0600,"LAC STE. ANNE, WEST SIDE PROFILE AT GREATEST DEPTH",53.722230,-114.498570,0,1,122,N,,06/13/2018 10:15:00,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.62,,7.91,,,,,,,175,,,,,,,,,,392,,,,,,,,15.12,,,,,,,,,,,,,,,,,
ABS020,18SWE03756,SAS,NSA,05EA,1,AB05EA0600,"LAC STE. ANNE, WEST SIDE PROFILE AT GREATEST DEPTH",53.722230,-114.498570,0,1,122,N,,06/13/2018 10:16:00,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,,8,,,,,,,173,,,,,,,,,,391,,,,,,,,14.95,,,,,,,,,,,,,,,,,
ABS020,18SWE03757,SAS,NSA,05EA,1,AB05EA0600,"LAC STE. ANNE, WEST SIDE PROFILE AT GREATEST DEPTH",53.722230,-114.498570,0,1,122,N,,06/13/2018 10:17:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.45,,7.98,,,,,,,173,,,,,,,,,,391,,,,,,,,14.55,,,,,,,,,,,,,,,,,
ABS020,18SWE03758,SAS,NSA,05EA,1,AB05EA0600,"LAC STE. ANNE, WEST SIDE PROFILE AT GREATEST DEPTH",53.722230,-114.498570,0,1,122,N,,06/13/2018 10:18:00,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.19,,7.98,,,,,,,173,,,,,,,,,,391,,,,,,,,14.4,,,,,,,,,,,,,,,,,
ABS020,18SWE03759,SAS,NSA,05EA,1,AB05EA0600,"LAC STE. ANNE, WEST SIDE PROFILE AT GREATEST DEPTH",53.722230,-114.498570,0,1,122,N,,06/13/2018 10:19:00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.12,,7.98,,,,,,,173,,,,,,,,,,391,,,,,,,,14.35,,,,,,,,,,,,,,,,,
ABS020,18SWE03760,SAS,NSA,05EA,1,AB05EA0600,"LAC STE. ANNE, WEST SIDE PROFILE AT GREATEST DEPTH",53.722230,-114.498570,0,1,122,N,,06/13/2018 10:20:00,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.11,,7.99,,,,,,,173,,,,,,,,,,392,,,,,,,,14.34,,,,,,,,,,,,,,,,,
ABS020,18SWE03761,SAS,NSA,05EA,1,AB05EA0600,"LAC STE. ANNE, WEST SIDE PROFILE AT GREATEST DEPTH",53.722230,-114.498570,0,1,122,N,,06/13/2018 10:21:00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.99,,7.98,,,,,,,173,,,,,,,,,,392,,,,,,,,14.28,,,,,,,,,,,,,,,,,
ABS020,18SWE03762,SAS,NSA,05EA,1,AB05EA0600,"LAC STE. ANNE, WEST SIDE PROFILE AT GREATEST DEPTH",53.722230,-114.498570,0,1,122,N,,06/13/2018 10:22:00,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.94,,7.98,,,,,,,172,,,,,,,,,,392,,,,,,,,14.28,,,,,,,,,,,,,,,,,
ABS020,18SWE03763,SAS,NSA,05EA,1,AB05EA0600,"LAC STE. ANNE, WEST SIDE PROFILE AT GREATEST DEPTH",53.722230,-114.498570,0,1,122,N,,06/13/2018 10:23:00,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.42,,7.94,,,,,,,174,,,,,,,,,,393,,,,,,,,14.21,,,,,,,,,,,,,,,,,
ABS020,18SWE03764,SAS,NSA,05EA,1,AB05EA0600,"LAC STE. ANNE, WEST SIDE PROFILE AT GREATEST DEPTH",53.722230,-114.498570,0,1,122,N,,06/13/2018 10:24:00,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.91,,7.93,,,,,,,174,,,,,,,,,,393,,,,,,,,14.15,,,,,,,,,,,,,,,,,
ABS020,18SWE03765,SAS,NSA,05EA,1,AB05EA0600,"LAC STE. ANNE, WEST SIDE PROFILE AT GREATEST DEPTH",53.722230,-114.498570,0,1,122,N,,06/13/2018 10:25:00,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.82,,7.92,,,,,,,173,,,,,,,,,,393,,,,,,,,14.1,,,,,,,,,,,,,,,,,
ABS020,18SWE03766,SAS,NSA,05EA,1,AB05EA0600,"LAC STE. ANNE, WEST SIDE PROFILE AT GREATEST DEPTH",53.722230,-114.498570,0,1,122,N,,06/13/2018 10:26:00,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.69,,7.92,,,,,,,173,,,,,,,,,,394,,,,,,,,14.06,,,,,,,,,,,,,,,,,
ABS020,18SWE03767,SAS,NSA,05EA,1,AB05EA0600,"LAC STE. ANNE, WEST SIDE PROFILE AT GREATEST DEPTH",53.722230,-114.498570,0,1,122,N,,06/13/2018 10:27:00,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.07,,7.87,,,,,,,124,,,,,,,,,,394,,,,,,,,14.06,,,,,,,,,,,,,,,,,
ABS020,18SWE03929,SAS,NSA,05EA,1,AB05EA0600,"LAC STE. ANNE, WEST SIDE PROFILE AT GREATEST DEPTH",53.722230,-114.498570,0,1,122,N,,07/17/2018 09:40:00,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4,,8.43,,,,,,,215,,,,,,,,,,353,,,,,,,,20.77,,,,,,,,,,,,,,,,,
ABS020,18SWE03930,SAS,NSA,05EA,1,AB05EA0600,"LAC STE. ANNE, WEST SIDE PROFILE AT GREATEST DEPTH",53.722230,-114.498570,0,1,122,N,,07/17/2018 09:41:00,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.46,,8.56,,,,,,,210,,,,,,,,,,353,,,,,,,,20.61,,,,,,,,,,,,,,,,,
ABS020,18SWE03931,SAS,NSA,05EA,1,AB05EA0600,"LAC STE. ANNE, WEST SIDE PROFILE AT GREATEST DEPTH",53.722230,-114.498570,0,1,122,N,,07/17/2018 09:42:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.51,,8.65,,,,,,,206,,,,,,,,,,352,,,,,,,,20.55,,,,,,,,,,,,,,,,,
ABS020,18SWE03932,SAS,NSA,05EA,1,AB05EA0600,"LAC STE. ANNE, WEST SIDE PROFILE AT GREATEST DEPTH",53.722230,-114.498570,0,1,122,N,,07/17/2018 09:43:00,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.38,,8.67,,,,,,,205,,,,,,,,,,352,,,,,,,,20.33,,,,,,,,,,,,,,,,,
ABS020,18SWE03933,SAS,NSA,05EA,1,AB05EA0600,"LAC STE. ANNE, WEST SIDE PROFILE AT GREATEST DEPTH",53.722230,-114.498570,0,1,122,N,,07/17/2018 09:44:00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.22,,8.64,,,,,,,207,,,,,,,,,,353,,,,,,,,19.78,,,,,,,,,,,,,,,,,
ABS020,18SWE03934,SAS,NSA,05EA,1,AB05EA0600,"LAC STE. ANNE, WEST SIDE PROFILE AT GREATEST DEPTH",53.722230,-114.498570,0,1,122,N,,07/17/2018 09:45:00,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.58,,8.63,,,,,,,210,,,,,,,,,,354,,,,,,,,19.63,,,,,,,,,,,,,,,,,
ABS020,18SWE03935,SAS,NSA,05EA,1,AB05EA0600,"LAC STE. ANNE, WEST SIDE PROFILE AT GREATEST DEPTH",53.722230,-114.498570,0,1,122,N,,07/17/2018 09:46:00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.28,,8.59,,,,,,,214,,,,,,,,,,356,,,,,,,,19.3,,,,,,,,,,,,,,,,,
ABS020,18SWE03936,SAS,NSA,05EA,1,AB05EA0600,"LAC STE. ANNE, WEST SIDE PROFILE AT GREATEST DEPTH",53.722230,-114.498570,0,1,122,N,,07/17/2018 09:47:00,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.54,,8.56,,,,,,,217,,,,,,,,,,356,,,,,,,,19.16,,,,,,,,,,,,,,,,,
ABS020,18SWE03937,SAS,NSA,05EA,1,AB05EA0600,"LAC STE. ANNE, WEST SIDE PROFILE AT GREATEST DEPTH",53.722230,-114.498570,0,1,122,N,,07/17/2018 09:48:00,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.23,,8.51,,,,,,,220,,,,,,,,,,357,,,,,,,,19.05,,,,,,,,,,,,,,,,,
ABS020,18SWE03938,SAS,NSA,05EA,1,AB05EA0600,"LAC STE. ANNE, WEST SIDE PROFILE AT GREATEST DEPTH",53.722230,-114.498570,0,1,122,N,,07/17/2018 09:49:00,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.18,,8.5,,,,,,,221,,,,,,,,,,357,,,,,,,,19.05,,,,,,,,,,,,,,,,,
ABS020,18SWE03939,SAS,NSA,05EA,1,AB05EA0600,"LAC STE. ANNE, WEST SIDE PROFILE AT GREATEST DEPTH",53.722230,-114.498570,0,1,122,N,,07/17/2018 09:50:00,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.13,,8.48,,,,,,,222,,,,,,,,,,357,,,,,,,,19,,,,,,,,,,,,,,,,,
ABS020,18SWE03940,SAS,NSA,05EA,1,AB05EA0600,"LAC STE. ANNE, WEST SIDE PROFILE AT GREATEST DEPTH",53.722230,-114.498570,0,1,122,N,,07/17/2018 09:51:00,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.83,,8.47,,,,,,,223,,,,,,,,,,358,,,,,,,,18.89,,,,,,,,,,,,,,,,,
ABS020,18SWE03941,SAS,NSA,05EA,1,AB05EA0600,"LAC STE. ANNE, WEST SIDE PROFILE AT GREATEST DEPTH",53.722230,-114.498570,0,1,122,N,,07/17/2018 09:52:00,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.44,,8.45,,,,,,,225,,,,,,,,,,358,,,,,,,,18.77,,,,,,,,,,,,,,,,,
ABS020,18SWE03942,SAS,NSA,05EA,1,AB05EA0600,"LAC STE. ANNE, WEST SIDE PROFILE AT GREATEST DEPTH",53.722230,-114.498570,0,1,122,N,,07/17/2018 09:53:00,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.11,,8.42,,,,,,,225,,,,,,,,,,358,,,,,,,,18.74,,,,,,,,,,,,,,,,,
ABS020,18SWE04035,SAS,NSA,05EA,1,AB05EA0600,"LAC STE. ANNE, WEST SIDE PROFILE AT GREATEST DEPTH",53.722230,-114.498570,0,1,122,N,,08/08/2018 09:30:00,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.61,,8.75,,,,,,,204,,,,,,,,,,354,,,,,,,,20.98,,,,,,,,,,,,,,,,,
ABS020,18SWE04036,SAS,NSA,05EA,1,AB05EA0600,"LAC STE. ANNE, WEST SIDE PROFILE AT GREATEST DEPTH",53.722230,-114.498570,0,1,122,N,,08/08/2018 09:31:00,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.79,,8.78,,,,,,,201,,,,,,,,,,353,,,,,,,,20.99,,,,,,,,,,,,,,,,,
ABS020,18SWE04037,SAS,NSA,05EA,1,AB05EA0600,"LAC STE. ANNE, WEST SIDE PROFILE AT GREATEST DEPTH",53.722230,-114.498570,0,1,122,N,,08/08/2018 09:32:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.81,,8.81,,,,,,,198,,,,,,,,,,354,,,,,,,,20.98,,,,,,,,,,,,,,,,,
ABS020,18SWE04038,SAS,NSA,05EA,1,AB05EA0600,"LAC STE. ANNE, WEST SIDE PROFILE AT GREATEST DEPTH",53.722230,-114.498570,0,1,122,N,,08/08/2018 09:33:00,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.47,,8.82,,,,,,,196,,,,,,,,,,354,,,,,,,,20.98,,,,,,,,,,,,,,,,,
ABS020,18SWE04039,SAS,NSA,05EA,1,AB05EA0600,"LAC STE. ANNE, WEST SIDE PROFILE AT GREATEST DEPTH",53.722230,-114.498570,0,1,122,N,,08/08/2018 09:34:00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.52,,8.83,,,,,,,195,,,,,,,,,,354,,,,,,,,20.98,,,,,,,,,,,,,,,,,
ABS020,18SWE04040,SAS,NSA,05EA,1,AB05EA0600,"LAC STE. ANNE, WEST SIDE PROFILE AT GREATEST DEPTH",53.722230,-114.498570,0,1,122,N,,08/08/2018 09:35:00,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,8.84,,,,,,,194,,,,,,,,,,354,,,,,,,,20.99,,,,,,,,,,,,,,,,,
ABS020,18SWE04041,SAS,NSA,05EA,1,AB05EA0600,"LAC STE. ANNE, WEST SIDE PROFILE AT GREATEST DEPTH",53.722230,-114.498570,0,1,122,N,,08/08/2018 09:36:00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.44,,8.84,,,,,,,194,,,,,,,,,,354,,,,,,,,20.98,,,,,,,,,,,,,,,,,
ABS020,18SWE04042,SAS,NSA,05EA,1,AB05EA0600,"LAC STE. ANNE, WEST SIDE PROFILE AT GREATEST DEPTH",53.722230,-114.498570,0,1,122,N,,08/08/2018 09:37:00,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.62,,8.79,,,,,,,194,,,,,,,,,,357,,,,,,,,20.98,,,,,,,,,,,,,,,,,
ABS020,18SWE04043,SAS,NSA,05EA,1,AB05EA0600,"LAC STE. ANNE, WEST SIDE PROFILE AT GREATEST DEPTH",53.722230,-114.498570,0,1,122,N,,08/08/2018 09:38:00,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.49,,8.61,,,,,,,200,,,,,,,,,,362,,,,,,,,20.9,,,,,,,,,,,,,,,,,
ABS020,18SWE04044,SAS,NSA,05EA,1,AB05EA0600,"LAC STE. ANNE, WEST SIDE PROFILE AT GREATEST DEPTH",53.722230,-114.498570,0,1,122,N,,08/08/2018 09:39:00,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,,8.42,,,,,,,205,,,,,,,,,,368,,,,,,,,20.73,,,,,,,,,,,,,,,,,
ABS020,18SWE04045,SAS,NSA,05EA,1,AB05EA0600,"LAC STE. ANNE, WEST SIDE PROFILE AT GREATEST DEPTH",53.722230,-114.498570,0,1,122,N,,08/08/2018 09:40:00,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,8.43,,,,,,,203,,,,,,,,,,369,,,,,,,,20.34,,,,,,,,,,,,,,,,,
