ProjectNumber,SampleNumber,ContinentalRiverBasinCode,RiverBasinCode,RiverSubBasinCode,StationTypeCode,StationNumber,Station,LatitudeDecimalDegrees,LongitudeDecimalDegrees,SampleMatrixCode,SampleTypeCode,CollectionCode,QCSampleFlag,SampleComment,SampleDatetime,97251 DEPTH OF SAMPLING FROM SURFACE m,1593 ALKALINITY PHENOLPHTHALEIN CACO3 mg/L,1592 ALKALINITY TOTAL CACO3 mg/L,103927 ALUMINUM DISSOLVED ug/L,103999 ALUMINUM TOTAL RECOVERABLE ug/L,2007 AMMONIA TOTAL mg/L,103951 ANTIMONY DISSOLVED ug/L,80043 ANTIMONY TOTAL RECOVERABLE ug/L,103928 ARSENIC DISSOLVED ug/L,80020 ARSENIC TOTAL RECOVERABLE ug/L,103930 BARIUM DISSOLVED ug/L,80022 BARIUM TOTAL RECOVERABLE ug/L,103931 BERYLLIUM DISSOLVED ug/L,80023 BERYLLIUM TOTAL RECOVERABLE ug/L,1594 BICARBONATE (CALCD.) mg/L,103932 BISMUTH DISSOLVED ug/L,80024 BISMUTH TOTAL RECOVERABLE ug/L,103929 BORON DISSOLVED ug/L,80021 BORON TOTAL RECOVERABLE ug/L,103934 CADMIUM DISSOLVED ug/L,80026 CADMIUM TOTAL RECOVERABLE ug/L,103933 CALCIUM DISSOLVED mg/L,20111 CALCIUM DISSOLVED/FILTERED mg/L,80025 CALCIUM TOTAL RECOVERABLE mg/L,6152 CARBON DISSOLVED INORGANIC (DIC) mg/L,6107 CARBON DISSOLVED ORGANIC mg/L,1595 CARBONATE (CALCD.) mg/L,2003 CHLORIDE DISSOLVED mg/L,103935 CHLORINE DISSOLVED mg/L,80027 CHLORINE TOTAL RECOVERABLE mg/L,99212 CHLOROPHYLL A mg/m3,103937 CHROMIUM DISSOLVED ug/L,80029 CHROMIUM TOTAL RECOVERABLE ug/L,97320 CLOUD COVER %,103936 COBALT DISSOLVED ug/L,80028 COBALT TOTAL RECOVERABLE ug/L,106257 COLOUR (VISUAL) AT SITE N/A,103938 COPPER DISSOLVED ug/L,80030 COPPER TOTAL RECOVERABLE ug/L,107206 EUPHOTIC DEPTH m,106258 FOAM (VISUAL) AT SITE N/A,10602 HARDNESS TOTAL CACO3 (CALCD.) mg/L,5155 HYDROGEN-2 (DEUTERIUM) IN WATER o/oo VSMOW,1596 HYDROXIDE (CALCD.) mg/L,106263 ICE COVER %,"106266 ICE THICKNESS, ESTIMATE m",60209 IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.) %,102090 IRON DISSOLVED mg/L,103939 IRON DISSOLVED ug/L,80031 IRON TOTAL RECOVERABLE ug/L,103949 LEAD DISSOLVED ug/L,80041 LEAD TOTAL RECOVERABLE ug/L,103942 LITHIUM DISSOLVED ug/L,80034 LITHIUM TOTAL RECOVERABLE ug/L,12111 MAGNESIUM DISSOLVED/FILTERED mg/L,102089 MANGANESE DISSOLVED mg/L,103944 MANGANESE DISSOLVED ug/L,80036 MANGANESE TOTAL RECOVERABLE ug/L,109749 MERCURY DISSOLVED ng/L,109748 MERCURY TOTAL ng/L,107108 MICROCYSTIN TOTAL ug/L,103945 MOLYBDENUM DISSOLVED ug/L,80037 MOLYBDENUM TOTAL RECOVERABLE ug/L,103947 NICKEL DISSOLVED ug/L,80039 NICKEL TOTAL RECOVERABLE ug/L,2008 NITROGEN DISSOLVED KJELDAHL (DKN) mg/L,102647 NITROGEN NITRATE mg/L,102648 NITROGEN NITRITE mg/L,102649 NITROGEN NO3 & NO2 mg/L,7602 NITROGEN TOTAL (CALCD.) mg/L,2009 NITROGEN TOTAL KJELDAHL (TKN) mg/L,106260 ODOUR APPARENT IN SAMPLE N/A,80558 OXYGEN DISSOLVED (FIELD METER) mg/L,2000 OXYGEN DISSOLVED (FIELD QC) mg/L,5154 OXYGEN-18 IN WATER o/oo VSMOW,100923 PH (FIELD) pH units,10301 PH (LAB) pH units,2013 PHOSPHORUS TOTAL (P) mg/L,2010 PHOSPHORUS TOTAL DISSOLVED mg/L,101163 PHOTOSYNTHETICALLY ACTIVE RADIATION umol/s/m2,19111 POTASSIUM DISSOLVED/FILTERED mg/L,900038 REASON FOR MISSING SAMPLE N/A,2031 REDOX POTENTIAL mV,2005 RESIDUE NONFILTERABLE mg/L,2078 SECCHI DISK TRANSPARENCY m,103952 SELENIUM DISSOLVED ug/L,80044 SELENIUM TOTAL RECOVERABLE ug/L,14106 SILICA REACTIVE mg/L,103926 SILVER DISSOLVED ug/L,103998 SILVER TOTAL RECOVERABLE ug/L,106264 SNOW COVER ON ICE %,"106267 SNOW DEPTH ON ICE, ESTIMATE m",11111 SODIUM DISSOLVED/FILTERED mg/L,100924 SPECIFIC CONDUCTANCE (FIELD) uS/cm,2041 SPECIFIC CONDUCTANCE (LAB) uS/cm,103955 STRONTIUM DISSOLVED ug/L,80047 STRONTIUM TOTAL RECOVERABLE ug/L,1599 SULPHATE DISSOLVED mg/L,125 SUM OF ANIONS meq/L,120 SUM OF CATIONS meq/L,97060 TEMPERATURE AIR deg C,100925 TEMPERATURE WATER deg C,103958 THALLIUM DISSOLVED ug/L,80053 THALLIUM TOTAL RECOVERABLE ug/L,103956 THORIUM DISSOLVED ug/L,80048 THORIUM TOTAL RECOVERABLE ug/L,103954 TIN DISSOLVED ug/L,80046 TIN TOTAL RECOVERABLE ug/L,103957 TITANIUM DISSOLVED ug/L,80049 TITANIUM TOTAL RECOVERABLE ug/L,201 TOTAL DISSOLVED SOLIDS (CALCD.) mg/L,97001 TOTAL WATER DEPTH m,106259 TURBIDITY (VISUAL) AT SITE N/A,103959 URANIUM DISSOLVED ug/L,80054 URANIUM TOTAL RECOVERABLE ug/L,103960 VANADIUM DISSOLVED ug/L,80055 VANADIUM TOTAL RECOVERABLE ug/L,103961 ZINC DISSOLVED ug/L,80056 ZINC TOTAL RECOVERABLE ug/L
ABS249,19SWE09038,MAC,ATH,07AF,1,AB07AF0450,"FICKLE LAKE, PROFILE",53.450560,-116.778890,0,1,122,N,,06/18/2019 12:41:31,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.45,,,8.25,,,,383.9,,,282,,,,,,,,,,,224.3,,,,,,,,19.66,,,,,,,,,,,,,,,,,
ABS249,19SWE09039,MAC,ATH,07AF,1,AB07AF0450,"FICKLE LAKE, PROFILE",53.450560,-116.778890,0,1,122,N,,06/18/2019 12:43:08,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.44,,,8.25,,,,236.1,,,276.7,,,,,,,,,,,224,,,,,,,,19.25,,,,,,,,,,,,,,,,,
ABS249,19SWE09040,MAC,ATH,07AF,1,AB07AF0450,"FICKLE LAKE, PROFILE",53.450560,-116.778890,0,1,122,N,,06/18/2019 12:51:39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.41,,,8.24,,,,163.1,,,268,,,,,,,,,,,224.2,,,,,,,,19.05,,,,,,,,,,,,,,,,,
ABS249,19SWE09041,MAC,ATH,07AF,1,AB07AF0450,"FICKLE LAKE, PROFILE",53.450560,-116.778890,0,1,122,N,,06/18/2019 12:53:24,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.41,,,8.24,,,,107.35,,,268.7,,,,,,,,,,,224.1,,,,,,,,18.91,,,,,,,,,,,,,,,,,
ABS249,19SWE09042,MAC,ATH,07AF,1,AB07AF0450,"FICKLE LAKE, PROFILE",53.450560,-116.778890,0,1,122,N,,06/18/2019 12:55:21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,,,8.22,,,,81.89,,,269.8,,,,,,,,,,,224.2,,,,,,,,18.81,,,,,,,,,,,,,,,,,
ABS249,19SWE09043,MAC,ATH,07AF,1,AB07AF0450,"FICKLE LAKE, PROFILE",53.450560,-116.778890,0,1,122,N,,06/18/2019 12:57:10,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.45,,,8.2,,,,60,,,271.3,,,,,,,,,,,224.1,,,,,,,,18.6,,,,,,,,,,,,,,,,,
ABS249,19SWE09044,MAC,ATH,07AF,1,AB07AF0450,"FICKLE LAKE, PROFILE",53.450560,-116.778890,0,1,122,N,,06/18/2019 12:58:40,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.46,,,8.19,,,,43.62,,,272.3,,,,,,,,,,,224.1,,,,,,,,18.34,,,,,,,,,,,,,,,,,
ABS249,19SWE09045,MAC,ATH,07AF,1,AB07AF0450,"FICKLE LAKE, PROFILE",53.450560,-116.778890,0,1,122,N,,06/18/2019 13:00:41,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.24,,,8.12,,,,31.6,,,275,,,,,,,,,,,223.9,,,,,,,,18.07,,,,,,,,,,,,,,,,,
ABS249,19SWE09046,MAC,ATH,07AF,1,AB07AF0450,"FICKLE LAKE, PROFILE",53.450560,-116.778890,0,1,122,N,,06/18/2019 13:02:13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.86,,,8.03,,,,24.75,,,278.6,,,,,,,,,,,224.5,,,,,,,,17.61,,,,,,,,,,,,,,,,,
ABS249,19SWE09047,MAC,ATH,07AF,1,AB07AF0450,"FICKLE LAKE, PROFILE",53.450560,-116.778890,0,1,122,N,,06/18/2019 13:03:50,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.63,,,7.92,,,,18.41,,,284,,,,,,,,,,,223.9,,,,,,,,15.97,,,,,,,,,,,,,,,,,
ABS249,19SWE09048,MAC,ATH,07AF,1,AB07AF0450,"FICKLE LAKE, PROFILE",53.450560,-116.778890,0,1,122,N,,06/18/2019 13:05:30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,,,7.86,,,,14.59,,,286.5,,,,,,,,,,,223.8,,,,,,,,15.67,,,,,,,,,,,,,,,,,
ABS249,19SWE09107,MAC,ATH,07AF,1,AB07AF0450,"FICKLE LAKE, PROFILE",53.450560,-116.778890,0,1,122,N,,07/16/2019 10:50:00,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABS249,19SWE09108,MAC,ATH,07AF,1,AB07AF0450,"FICKLE LAKE, PROFILE",53.450560,-116.778890,0,1,122,N,,07/16/2019 10:52:00,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,7.73,,,,720.4,,,156.7,,,,,,,,,,,181.7,,,,,,,,18.36,,,,,,,,,,,,,,,,,
ABS249,19SWE09109,MAC,ATH,07AF,1,AB07AF0450,"FICKLE LAKE, PROFILE",53.450560,-116.778890,0,1,122,N,,07/16/2019 10:54:00,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.01,,,7.72,,,,325,,,159.6,,,,,,,,,,,185.8,,,,,,,,18.25,,,,,,,,,,,,,,,,,
ABS249,19SWE09110,MAC,ATH,07AF,1,AB07AF0450,"FICKLE LAKE, PROFILE",53.450560,-116.778890,0,1,122,N,,07/16/2019 10:56:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.01,,,7.71,,,,200.9,,,165,,,,,,,,,,,181.5,,,,,,,,18.11,,,,,,,,,,,,,,,,,
ABS249,19SWE09111,MAC,ATH,07AF,1,AB07AF0450,"FICKLE LAKE, PROFILE",53.450560,-116.778890,0,1,122,N,,07/16/2019 10:58:00,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.99,,,7.71,,,,105.9,,,168,,,,,,,,,,,181.6,,,,,,,,18.03,,,,,,,,,,,,,,,,,
ABS249,19SWE09112,MAC,ATH,07AF,1,AB07AF0450,"FICKLE LAKE, PROFILE",53.450560,-116.778890,0,1,122,N,,07/16/2019 11:00:00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.54,,,7.48,,,,58.6,,,175.6,,,,,,,,,,,176.6,,,,,,,,16.05,,,,,,,,,,,,,,,,,
ABS249,19SWE09113,MAC,ATH,07AF,1,AB07AF0450,"FICKLE LAKE, PROFILE",53.450560,-116.778890,0,1,122,N,,07/16/2019 11:02:00,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.87,,,7.35,,,,34.5,,,184.7,,,,,,,,,,,173.6,,,,,,,,14.55,,,,,,,,,,,,,,,,,
ABS249,19SWE09114,MAC,ATH,07AF,1,AB07AF0450,"FICKLE LAKE, PROFILE",53.450560,-116.778890,0,1,122,N,,07/16/2019 11:04:00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,,7.25,,,,19.4,,,189.1,,,,,,,,,,,169.7,,,,,,,,13.04,,,,,,,,,,,,,,,,,
ABS249,19SWE09115,MAC,ATH,07AF,1,AB07AF0450,"FICKLE LAKE, PROFILE",53.450560,-116.778890,0,1,122,N,,07/16/2019 11:06:00,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.51,,,7.15,,,,10.1,,,193.1,,,,,,,,,,,167.7,,,,,,,,12.36,,,,,,,,,,,,,,,,,
ABS249,19SWE09116,MAC,ATH,07AF,1,AB07AF0450,"FICKLE LAKE, PROFILE",53.450560,-116.778890,0,1,122,N,,07/16/2019 11:08:00,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.58,,,7.09,,,,,,,195.6,,,,,,,,,,,167.6,,,,,,,,12.13,,,,,,,,,,,,,,,,,
ABS249,19SWE09117,MAC,ATH,07AF,1,AB07AF0450,"FICKLE LAKE, PROFILE",53.450560,-116.778890,0,1,122,N,,07/16/2019 11:10:00,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.17,,,7.06,,,,,,,195.4,,,,,,,,,,,167.8,,,,,,,,11.53,,,,,,,,,,,,,,,,,
ABS249,19SWE09118,MAC,ATH,07AF,1,AB07AF0450,"FICKLE LAKE, PROFILE",53.450560,-116.778890,0,1,122,N,no redox recorded,07/16/2019 11:12:00,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.92,,,7.14,,,,,,,,,,,,,,,,,,168.3,,,,,,,,11.42,,,,,,,,,,,,,,,,,
ABS249,19SWE09162,MAC,ATH,07AF,1,AB07AF0450,"FICKLE LAKE, PROFILE",53.450560,-116.778890,0,1,122,N,,08/20/2019 11:00:00,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABS249,19SWE09164,MAC,ATH,07AF,1,AB07AF0450,"FICKLE LAKE, PROFILE",53.450560,-116.778890,0,1,122,N,,08/20/2019 11:04:00,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.88,,,7.89,,,,112,,,160.4,,,,,,,,,,,185.6,,,,,,,,16.54,,,,,,,,,,,,,,,,,
ABS249,19SWE09165,MAC,ATH,07AF,1,AB07AF0450,"FICKLE LAKE, PROFILE",53.450560,-116.778890,0,1,122,N,,08/20/2019 11:06:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.81,,,7.85,,,,54.1,,,162,,,,,,,,,,,185.5,,,,,,,,16.44,,,,,,,,,,,,,,,,,
ABS249,19SWE09166,MAC,ATH,07AF,1,AB07AF0450,"FICKLE LAKE, PROFILE",53.450560,-116.778890,0,1,122,N,,08/20/2019 11:08:00,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.74,,,7.83,,,,30.8,,,164.1,,,,,,,,,,,185.6,,,,,,,,16.39,,,,,,,,,,,,,,,,,
ABS249,19SWE09163,MAC,ATH,07AF,1,AB07AF0450,"FICKLE LAKE, PROFILE",53.450560,-116.778890,0,1,16,N,surface grab - metals + Hgs,08/20/2019 11:10:00,0.1,,,,3.8,,,0.036,,0.76,,29.5,,0.004,,,L0.003,,7.1,,L0.01,,,25.4,,,,,,0.13,,,L0.1,,,0.019,,,0.2,,,,,,,,,,,157,,0.01,,2.65,,,,21.5,1.44,1.74,,,0.277,,0.34,,,,,,,,7.9,,,7.9,,,,285,,,160.4,,,,L0.2,,,0.001,,,,185.9,,,139,,,,,16.65,,L0.002,,0.005,,L0.06,,1.04,,,,,0.055,,0.154,,0.3
ABS249,19SWE09167,MAC,ATH,07AF,1,AB07AF0450,"FICKLE LAKE, PROFILE",53.450560,-116.778890,0,1,122,N,,08/20/2019 11:10:00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,,,7.81,,,,14.3,,,165.4,,,,,,,,,,,185.5,,,,,,,,16.32,,,,,,,,,,,,,,,,,
ABS249,19SWE09168,MAC,ATH,07AF,1,AB07AF0450,"FICKLE LAKE, PROFILE",53.450560,-116.778890,0,1,122,N,,08/20/2019 11:12:00,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.61,,,7.79,,,,8.1,,,166.7,,,,,,,,,,,185.6,,,,,,,,16.18,,,,,,,,,,,,,,,,,
ABS249,19SWE09169,MAC,ATH,07AF,1,AB07AF0450,"FICKLE LAKE, PROFILE",53.450560,-116.778890,0,1,122,N,,08/20/2019 11:14:00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,,,7.78,,,,4.1,,,167.5,,,,,,,,,,,185.4,,,,,,,,16.09,,,,,,,,,,,,,,,,,
ABS249,19SWE09170,MAC,ATH,07AF,1,AB07AF0450,"FICKLE LAKE, PROFILE",53.450560,-116.778890,0,1,122,N,,08/20/2019 11:16:00,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.58,,,7.77,,,,2.3,,,168.5,,,,,,,,,,,185.4,,,,,,,,16.04,,,,,,,,,,,,,,,,,
ABS249,19SWE09172,MAC,ATH,07AF,1,AB07AF0450,"FICKLE LAKE, PROFILE",53.450560,-116.778890,0,1,122,N,,08/20/2019 11:20:00,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.68,,,7.6,,,,,,,173.6,,,,,,,,,,,188.1,,,,,,,,15.84,,,,,,,,,,,,,,,,,
ABS249,19SWE09173,MAC,ATH,07AF,1,AB07AF0450,"FICKLE LAKE, PROFILE",53.450560,-116.778890,0,1,122,N,,08/20/2019 11:22:00,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.81,,,7.5,,,,,,,177.7,,,,,,,,,,,192,,,,,,,,15.67,,,,,,,,,,,,,,,,,
ABS249,19SWE09171,MAC,ATH,07AF,1,AB07AF0450,"FICKLE LAKE, PROFILE",53.450560,-116.778890,0,1,17,N,bottom grab (4m) - metals + Hgs,08/20/2019 11:30:00,4,,,,7.4,,,0.033,,0.74,,29.6,,0.004,,,L0.003,,6.8,,L0.01,,,24.8,,,,,,0.16,,,L0.1,,,0.047,,,0.23,,,,,,,,,,,176,,0.082,,2.5,,,,39.1,1.59,1.72,,,0.25,,0.28,,,,,,,,7.48,,,7.75,,,,,,,169.8,,,,L0.2,,,0.001,,,,185.7,,,137,,,,,15.96,,L0.002,,0.009,,L0.06,,1.6,,,,,0.054,,0.127,,0.5
ABS249,19SWE09221,MAC,ATH,07AF,1,AB07AF0450,"FICKLE LAKE, PROFILE",53.450560,-116.778890,0,1,122,N,,09/17/2019 09:50:00,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABS249,19SWE09222,MAC,ATH,07AF,1,AB07AF0450,"FICKLE LAKE, PROFILE",53.450560,-116.778890,0,1,122,N,,09/17/2019 09:52:00,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.01,,,7.94,,,,201.9,,,171.2,,,,,,,,,,,194.5,,,,,,,,14.86,,,,,,,,,,,,,,,,,
ABS249,19SWE09223,MAC,ATH,07AF,1,AB07AF0450,"FICKLE LAKE, PROFILE",53.450560,-116.778890,0,1,122,N,,09/17/2019 09:54:00,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.99,,,7.9,,,,110.8,,,167.8,,,,,,,,,,,194.6,,,,,,,,14.78,,,,,,,,,,,,,,,,,
ABS249,19SWE09224,MAC,ATH,07AF,1,AB07AF0450,"FICKLE LAKE, PROFILE",53.450560,-116.778890,0,1,122,N,,09/17/2019 09:56:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.92,,,7.86,,,,55.94,,,166.8,,,,,,,,,,,194.3,,,,,,,,14.65,,,,,,,,,,,,,,,,,
ABS249,19SWE09225,MAC,ATH,07AF,1,AB07AF0450,"FICKLE LAKE, PROFILE",53.450560,-116.778890,0,1,122,N,,09/17/2019 09:58:00,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.87,,,7.86,,,,31.52,,,166.2,,,,,,,,,,,194.6,,,,,,,,14.52,,,,,,,,,,,,,,,,,
ABS249,19SWE09226,MAC,ATH,07AF,1,AB07AF0450,"FICKLE LAKE, PROFILE",53.450560,-116.778890,0,1,122,N,,09/17/2019 10:00:00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.83,,,7.85,,,,14.92,,,165.7,,,,,,,,,,,194.5,,,,,,,,14.47,,,,,,,,,,,,,,,,,
ABS249,19SWE09227,MAC,ATH,07AF,1,AB07AF0450,"FICKLE LAKE, PROFILE",53.450560,-116.778890,0,1,122,N,,09/17/2019 10:02:00,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.79,,,7.84,,,,10.47,,,165.1,,,,,,,,,,,194.7,,,,,,,,14.43,,,,,,,,,,,,,,,,,
ABS249,19SWE09228,MAC,ATH,07AF,1,AB07AF0450,"FICKLE LAKE, PROFILE",53.450560,-116.778890,0,1,122,N,,09/17/2019 10:04:00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.74,,,7.82,,,,6.53,,,166.2,,,,,,,,,,,194.8,,,,,,,,14.4,,,,,,,,,,,,,,,,,
ABS249,19SWE09229,MAC,ATH,07AF,1,AB07AF0450,"FICKLE LAKE, PROFILE",53.450560,-116.778890,0,1,122,N,,09/17/2019 10:06:00,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.71,,,7.81,,,,3.72,,,166.6,,,,,,,,,,,194.7,,,,,,,,14.39,,,,,,,,,,,,,,,,,
ABS249,19SWE09230,MAC,ATH,07AF,1,AB07AF0450,"FICKLE LAKE, PROFILE",53.450560,-116.778890,0,1,122,N,,09/17/2019 10:08:00,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.71,,,7.8,,,,2.32,,,167.1,,,,,,,,,,,194.8,,,,,,,,14.36,,,,,,,,,,,,,,,,,
ABS249,19SWE09231,MAC,ATH,07AF,1,AB07AF0450,"FICKLE LAKE, PROFILE",53.450560,-116.778890,0,1,122,N,,09/17/2019 10:10:00,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,7.45,,,,,,,175.8,,,,,,,,,,,209.1,,,,,,,,13.77,,,,,,,,,,,,,,,,,
ABS020,19SWE03347,SAS,NSA,05EB,1,AB05EB1040,"HALF MOON LAKE, COMPOSITE",53.460830,-113.090800,0,13,133,N,"GPS: 53.46084. -113.09038. Wind Speed: 6 kmh. Wind Dir: SW. Waves: 0.05 m. Wisconsin Net. Prbe 60451. Microcystin M190207. Overcast day, with slight wind every so often. Lake water visually turbid, but no visual evidence of algal bloom. Volunteer concerned about cows accessing lake this year, on north west end. Cormorant spotted. Minimal new development on the shore this year. Just one clear uct lot, being developed for dock. Fox family lives under shed.",06/10/2019 09:17:00,,5.3,180,,,L0.015,,,,,,,,,210,,,,,,,,22,,,23,6.3,28,,,50.5,,,80,,,2,,,1,,130,,L1,,,4.9,L0.06,,,,,,,18,L0.004,,,,,0.61,,,,,,L0.003,L0.003,L0.0042,2.3,2.3,0,,,,,8.66,0.094,0.0087,,20,,,13,0.5,,,0.15,,,,,42,,430,,,L1,4.4,4.9,15,,,,,,,,,,240,8.4,2,,,,,,
