ProjectNumber,SampleNumber,ContinentalRiverBasinCode,RiverBasinCode,RiverSubBasinCode,StationTypeCode,StationNumber,Station,LatitudeDecimalDegrees,LongitudeDecimalDegrees,SampleMatrixCode,SampleTypeCode,CollectionCode,QCSampleFlag,SampleComment,SampleDatetime,97251 DEPTH OF SAMPLING FROM SURFACE m,1593 ALKALINITY PHENOLPHTHALEIN CACO3 mg/L,1592 ALKALINITY TOTAL CACO3 mg/L,103927 ALUMINUM DISSOLVED ug/L,103999 ALUMINUM TOTAL RECOVERABLE ug/L,2007 AMMONIA TOTAL mg/L,103951 ANTIMONY DISSOLVED ug/L,80043 ANTIMONY TOTAL RECOVERABLE ug/L,103928 ARSENIC DISSOLVED ug/L,80020 ARSENIC TOTAL RECOVERABLE ug/L,103930 BARIUM DISSOLVED ug/L,80022 BARIUM TOTAL RECOVERABLE ug/L,103931 BERYLLIUM DISSOLVED ug/L,80023 BERYLLIUM TOTAL RECOVERABLE ug/L,1594 BICARBONATE (CALCD.) mg/L,103932 BISMUTH DISSOLVED ug/L,80024 BISMUTH TOTAL RECOVERABLE ug/L,103929 BORON DISSOLVED ug/L,80021 BORON TOTAL RECOVERABLE ug/L,103934 CADMIUM DISSOLVED ug/L,80026 CADMIUM TOTAL RECOVERABLE ug/L,103933 CALCIUM DISSOLVED mg/L,20111 CALCIUM DISSOLVED/FILTERED mg/L,80025 CALCIUM TOTAL RECOVERABLE mg/L,6152 CARBON DISSOLVED INORGANIC (DIC) mg/L,6107 CARBON DISSOLVED ORGANIC mg/L,1595 CARBONATE (CALCD.) mg/L,2003 CHLORIDE DISSOLVED mg/L,103935 CHLORINE DISSOLVED mg/L,80027 CHLORINE TOTAL RECOVERABLE mg/L,99212 CHLOROPHYLL A mg/m3,103937 CHROMIUM DISSOLVED ug/L,80029 CHROMIUM TOTAL RECOVERABLE ug/L,97320 CLOUD COVER %,103936 COBALT DISSOLVED ug/L,80028 COBALT TOTAL RECOVERABLE ug/L,106257 COLOUR (VISUAL) AT SITE N/A,103938 COPPER DISSOLVED ug/L,80030 COPPER TOTAL RECOVERABLE ug/L,107206 EUPHOTIC DEPTH m,106258 FOAM (VISUAL) AT SITE N/A,10602 HARDNESS TOTAL CACO3 (CALCD.) mg/L,5155 HYDROGEN-2 (DEUTERIUM) IN WATER o/oo VSMOW,1596 HYDROXIDE (CALCD.) mg/L,106263 ICE COVER %,"106266 ICE THICKNESS, ESTIMATE m",60209 IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.) %,102090 IRON DISSOLVED mg/L,103939 IRON DISSOLVED ug/L,80031 IRON TOTAL RECOVERABLE ug/L,103949 LEAD DISSOLVED ug/L,80041 LEAD TOTAL RECOVERABLE ug/L,103942 LITHIUM DISSOLVED ug/L,80034 LITHIUM TOTAL RECOVERABLE ug/L,12111 MAGNESIUM DISSOLVED/FILTERED mg/L,102089 MANGANESE DISSOLVED mg/L,103944 MANGANESE DISSOLVED ug/L,80036 MANGANESE TOTAL RECOVERABLE ug/L,109749 MERCURY DISSOLVED ng/L,109748 MERCURY TOTAL ng/L,107108 MICROCYSTIN TOTAL ug/L,103945 MOLYBDENUM DISSOLVED ug/L,80037 MOLYBDENUM TOTAL RECOVERABLE ug/L,103947 NICKEL DISSOLVED ug/L,80039 NICKEL TOTAL RECOVERABLE ug/L,2008 NITROGEN DISSOLVED KJELDAHL (DKN) mg/L,102647 NITROGEN NITRATE mg/L,102648 NITROGEN NITRITE mg/L,102649 NITROGEN NO3 & NO2 mg/L,7602 NITROGEN TOTAL (CALCD.) mg/L,2009 NITROGEN TOTAL KJELDAHL (TKN) mg/L,106260 ODOUR APPARENT IN SAMPLE N/A,80558 OXYGEN DISSOLVED (FIELD METER) mg/L,2000 OXYGEN DISSOLVED (FIELD QC) mg/L,5154 OXYGEN-18 IN WATER o/oo VSMOW,100923 PH (FIELD) pH units,10301 PH (LAB) pH units,2013 PHOSPHORUS TOTAL (P) mg/L,2010 PHOSPHORUS TOTAL DISSOLVED mg/L,101163 PHOTOSYNTHETICALLY ACTIVE RADIATION umol/s/m2,19111 POTASSIUM DISSOLVED/FILTERED mg/L,900038 REASON FOR MISSING SAMPLE N/A,2031 REDOX POTENTIAL mV,2005 RESIDUE NONFILTERABLE mg/L,2078 SECCHI DISK TRANSPARENCY m,103952 SELENIUM DISSOLVED ug/L,80044 SELENIUM TOTAL RECOVERABLE ug/L,14106 SILICA REACTIVE mg/L,103926 SILVER DISSOLVED ug/L,103998 SILVER TOTAL RECOVERABLE ug/L,106264 SNOW COVER ON ICE %,"106267 SNOW DEPTH ON ICE, ESTIMATE m",11111 SODIUM DISSOLVED/FILTERED mg/L,100924 SPECIFIC CONDUCTANCE (FIELD) uS/cm,2041 SPECIFIC CONDUCTANCE (LAB) uS/cm,103955 STRONTIUM DISSOLVED ug/L,80047 STRONTIUM TOTAL RECOVERABLE ug/L,1599 SULPHATE DISSOLVED mg/L,125 SUM OF ANIONS meq/L,120 SUM OF CATIONS meq/L,97060 TEMPERATURE AIR deg C,100925 TEMPERATURE WATER deg C,103958 THALLIUM DISSOLVED ug/L,80053 THALLIUM TOTAL RECOVERABLE ug/L,103956 THORIUM DISSOLVED ug/L,80048 THORIUM TOTAL RECOVERABLE ug/L,103954 TIN DISSOLVED ug/L,80046 TIN TOTAL RECOVERABLE ug/L,103957 TITANIUM DISSOLVED ug/L,80049 TITANIUM TOTAL RECOVERABLE ug/L,201 TOTAL DISSOLVED SOLIDS (CALCD.) mg/L,97001 TOTAL WATER DEPTH m,106259 TURBIDITY (VISUAL) AT SITE N/A,103959 URANIUM DISSOLVED ug/L,80054 URANIUM TOTAL RECOVERABLE ug/L,103960 VANADIUM DISSOLVED ug/L,80055 VANADIUM TOTAL RECOVERABLE ug/L,103961 ZINC DISSOLVED ug/L,80056 ZINC TOTAL RECOVERABLE ug/L
ABS020,19SWE05699,SAS,BAT,05FA,1,AB05FA0490,"PIGEON LAKE, PROFILE AT CENTRE",53.013720,-114.030780,0,1,122,N,,09/12/2019 08:23:00,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.48,,,8.26,,,,,,,166,,,,,,,,,,,315.9,,,,,,,,14.9,,,,,,,,,,,,,,,,,
ABS020,19SWE05700,SAS,BAT,05FA,1,AB05FA0490,"PIGEON LAKE, PROFILE AT CENTRE",53.013720,-114.030780,0,1,122,N,,09/12/2019 08:24:00,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.46,,,8.26,,,,,,,167,,,,,,,,,,,316.2,,,,,,,,14.89,,,,,,,,,,,,,,,,,
ABS020,19SWE05701,SAS,BAT,05FA,1,AB05FA0490,"PIGEON LAKE, PROFILE AT CENTRE",53.013720,-114.030780,0,1,122,N,,09/12/2019 08:25:00,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.46,,,8.26,,,,,,,167,,,,,,,,,,,316.3,,,,,,,,14.88,,,,,,,,,,,,,,,,,
ABS020,19SWE05702,SAS,BAT,05FA,1,AB05FA0490,"PIGEON LAKE, PROFILE AT CENTRE",53.013720,-114.030780,0,1,122,N,,09/12/2019 08:26:00,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.55,,,8.27,,,,,,,167,,,,,,,,,,,316.1,,,,,,,,14.86,,,,,,,,,,,,,,,,,
ABS020,19SWE05703,SAS,BAT,05FA,1,AB05FA0490,"PIGEON LAKE, PROFILE AT CENTRE",53.013720,-114.030780,0,1,122,N,,09/12/2019 08:27:00,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.54,,,8.27,,,,,,,168,,,,,,,,,,,315.8,,,,,,,,14.85,,,,,,,,,,,,,,,,,
ABS020,19SWE05704,SAS,BAT,05FA,1,AB05FA0490,"PIGEON LAKE, PROFILE AT CENTRE",53.013720,-114.030780,0,1,122,N,,09/12/2019 08:28:00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.58,,,8.27,,,,,,,168,,,,,,,,,,,316.2,,,,,,,,14.83,,,,,,,,,,,,,,,,,
ABS020,19SWE05705,SAS,BAT,05FA,1,AB05FA0490,"PIGEON LAKE, PROFILE AT CENTRE",53.013720,-114.030780,0,1,122,N,,09/12/2019 08:29:00,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.55,,,8.27,,,,,,,168,,,,,,,,,,,315.7,,,,,,,,14.83,,,,,,,,,,,,,,,,,
ABS020,19SWE05706,SAS,BAT,05FA,1,AB05FA0490,"PIGEON LAKE, PROFILE AT CENTRE",53.013720,-114.030780,0,1,122,N,,09/12/2019 08:30:00,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.55,,,8.27,,,,,,,169,,,,,,,,,,,316.2,,,,,,,,14.83,,,,,,,,,,,,,,,,,
ABS142,19SWL81101,SAS,OLD,05AE,1,AB05AE0090,"POLICE OUTPOST LAKE, COMPOSITE",49.009620,-113.455410,0,13,133,N,Strong westerly winds.  Some weeds around boat launch and shallow areas.,06/19/2019 09:30:00,,35,390,,,0.017,,,,,,,,,390,,,,,,,,16,,96,18,42,4.3,,,2,,,30,,,2,,,G5,2,260,,L1,,,4.1,L0.06,,,,,,,53,L0.004,,,,,0.1,,,,,,L0.003,L0.003,L0.0042,1.3,1.3,0,,,,,8.89,0.016,0.0078,,5.7,,,5.1,2.1,,,2.5,,,,,75,,720,,,L1,8,8.6,16,,,,,,,,,,390,5,2,,,,,,
ABS142,19SWL82101,SAS,OLD,05AE,1,AB05AE0090,"POLICE OUTPOST LAKE, COMPOSITE",49.009620,-113.455410,0,13,133,N,Windy and cloudy.,07/15/2019 12:00:00,,43,400,,,0.019,,,,,,,,,380,,,,,,,,18,,97,16,52,4.8,,,3.6,,,80,,,2,,,G5,1,280,,L1,,,6.7,0.076,,,,,,,57,L0.004,,,,,0.13,,,,,,L0.003,L0.003,L0.0042,0.92,0.92,0,,,,,9.05,0.013,0.0063,,6.2,,,3.1,2,,,2.8,,,,,81,,720,,,L1,8.1,9.2,18,,,,,,,,,,410,5.2,1,,,,,,
ABS142,19SWL83101,SAS,OLD,05AE,1,AB05AE0090,"POLICE OUTPOST LAKE, COMPOSITE",49.009620,-113.455410,0,13,133,N,"Beautiful weather, sunny with light south wind.  Several fishermen on the lake catching fish.  Veligers were sampled by tow haul method.  4 km/hr for 60 seconds.",08/20/2019 11:30:00,,64,410,,,0.036,,,,,,,,,340,,,,,,,,16,,98,20,77,4,,,4.2,,,10,,,2,,,5,1,290,,L1,,,6,0.087,,,,,,,59,L0.004,,,,,0.14,,,,,,0.0077,0.0037,0.011,1.4,1.4,0,,,,,9.14,0.01,0.01,,6.1,,,4.4,3.5,,,2.4,,,,,80,,720,,,L1,8.3,9.4,23,,,,,,,,,,410,5,1,,,,,,
ABS142,19SWL84101,SAS,OLD,05AE,1,AB05AE0090,"POLICE OUTPOST LAKE, COMPOSITE",49.009620,-113.455410,0,13,133,N,color not recorded.,09/16/2019 10:00:00,,77,450,,,L0.015,,,,,,,,,360,,,,,,,,13,,95,17,92,3.9,,,6.8,,,85,,,,,,5,0,270,,L1,,,0.009,0.085,,,,,,,57,L0.004,,,,,0.12,,,,,,L0.003,0.0048,0.0048,1.4,1.4,0,,,,,9.17,0.011,0.0044,,6,,,4.9,3.05,,,1.8,,,,,82,,710,,,L1,9.1,9.1,14,,,,,,,,,,430,5,0,,,,,,
ABS142,19SWL81102,SAS,OLD,05AE,1,AB05AE0100,"POLICE OUTPOST LAKE, PROFILE",49.009620,-113.455410,0,1,122,N,,06/19/2019 09:29:00,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABS142,19SWL81103,SAS,OLD,05AE,1,AB05AE0100,"POLICE OUTPOST LAKE, PROFILE",49.009620,-113.455410,0,1,122,N,,06/19/2019 09:30:00,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.92,,,8.94,,,,1088,,,93.8,,,,,,,,,,,714,,,,,,,,18.28,,,,,,,,,,,,,,,,,
ABS142,19SWL81104,SAS,OLD,05AE,1,AB05AE0100,"POLICE OUTPOST LAKE, PROFILE",49.009620,-113.455410,0,1,122,N,,06/19/2019 09:31:00,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.93,,,8.94,,,,682,,,97.2,,,,,,,,,,,714,,,,,,,,18.27,,,,,,,,,,,,,,,,,
ABS142,19SWL81105,SAS,OLD,05AE,1,AB05AE0100,"POLICE OUTPOST LAKE, PROFILE",49.009620,-113.455410,0,1,122,N,,06/19/2019 09:32:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.91,,,8.94,,,,462,,,99,,,,,,,,,,,714,,,,,,,,18.27,,,,,,,,,,,,,,,,,
ABS142,19SWL81106,SAS,OLD,05AE,1,AB05AE0100,"POLICE OUTPOST LAKE, PROFILE",49.009620,-113.455410,0,1,122,N,,06/19/2019 09:33:00,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.94,,,8.94,,,,321.2,,,100.4,,,,,,,,,,,714,,,,,,,,18.26,,,,,,,,,,,,,,,,,
ABS142,19SWL81107,SAS,OLD,05AE,1,AB05AE0100,"POLICE OUTPOST LAKE, PROFILE",49.009620,-113.455410,0,1,122,N,,06/19/2019 09:34:00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.93,9.9,,8.94,,,,220.9,,,102.2,,,,,,,,,,,714,,,,,,,,18.25,,,,,,,,,,,,,,,,,
ABS142,19SWL81108,SAS,OLD,05AE,1,AB05AE0100,"POLICE OUTPOST LAKE, PROFILE",49.009620,-113.455410,0,1,122,N,,06/19/2019 09:35:00,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.93,,,8.94,,,,168.4,,,103.5,,,,,,,,,,,714,,,,,,,,18.26,,,,,,,,,,,,,,,,,
ABS142,19SWL81109,SAS,OLD,05AE,1,AB05AE0100,"POLICE OUTPOST LAKE, PROFILE",49.009620,-113.455410,0,1,122,N,,06/19/2019 09:36:00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.94,,,8.94,,,,121.7,,,104.3,,,,,,,,,,,714,,,,,,,,18.23,,,,,,,,,,,,,,,,,
ABS142,19SWL81110,SAS,OLD,05AE,1,AB05AE0100,"POLICE OUTPOST LAKE, PROFILE",49.009620,-113.455410,0,1,122,N,,06/19/2019 09:37:00,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.93,,,8.94,,,,93,,,105.2,,,,,,,,,,,714,,,,,,,,18.23,,,,,,,,,,,,,,,,,
ABS142,19SWL81111,SAS,OLD,05AE,1,AB05AE0100,"POLICE OUTPOST LAKE, PROFILE",49.009620,-113.455410,0,1,122,N,,06/19/2019 09:38:00,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.93,,,8.94,,,,65.5,,,107,,,,,,,,,,,714,,,,,,,,18.18,,,,,,,,,,,,,,,,,
ABS142,19SWL81112,SAS,OLD,05AE,1,AB05AE0100,"POLICE OUTPOST LAKE, PROFILE",49.009620,-113.455410,0,1,122,N,,06/19/2019 09:39:00,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.82,,,8.94,,,,40.6,,,108.6,,,,,,,,,,,713,,,,,,,,17.99,,,,,,,,,,,,,,,,,
ABS142,19SWL81113,SAS,OLD,05AE,1,AB05AE0100,"POLICE OUTPOST LAKE, PROFILE",49.009620,-113.455410,0,1,122,N,,06/19/2019 09:40:00,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.81,,,8.93,,,,35.1,,,109.7,,,,,,,,,,,713,,,,,,,,17.57,,,,,,,,,,,,,,,,,
ABS142,19SWL82102,SAS,OLD,05AE,1,AB05AE0100,"POLICE OUTPOST LAKE, PROFILE",49.009620,-113.455410,0,1,122,N,,07/15/2019 11:59:00,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABS142,19SWL82103,SAS,OLD,05AE,1,AB05AE0100,"POLICE OUTPOST LAKE, PROFILE",49.009620,-113.455410,0,1,122,N,,07/15/2019 12:00:00,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.59,,,9.08,,,,923,,,123.4,,,,,,,,,,,719,,,,,,,,20.77,,,,,,,,,,,,,,,,,
ABS142,19SWL82104,SAS,OLD,05AE,1,AB05AE0100,"POLICE OUTPOST LAKE, PROFILE",49.009620,-113.455410,0,1,122,N,,07/15/2019 12:01:00,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.61,,,9.08,,,,620,,,104.8,,,,,,,,,,,719,,,,,,,,20.75,,,,,,,,,,,,,,,,,
ABS142,19SWL82105,SAS,OLD,05AE,1,AB05AE0100,"POLICE OUTPOST LAKE, PROFILE",49.009620,-113.455410,0,1,122,N,,07/15/2019 12:02:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.62,,,9.08,,,,475,,,102.8,,,,,,,,,,,719,,,,,,,,20.76,,,,,,,,,,,,,,,,,
ABS142,19SWL82106,SAS,OLD,05AE,1,AB05AE0100,"POLICE OUTPOST LAKE, PROFILE",49.009620,-113.455410,0,1,122,N,,07/15/2019 12:03:00,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.61,,,9.08,,,,330,,,101.8,,,,,,,,,,,719,,,,,,,,20.71,,,,,,,,,,,,,,,,,
ABS142,19SWL82107,SAS,OLD,05AE,1,AB05AE0100,"POLICE OUTPOST LAKE, PROFILE",49.009620,-113.455410,0,1,122,N,,07/15/2019 12:04:00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.72,,,9.08,,,,222,,,100.1,,,,,,,,,,,719,,,,,,,,20.57,,,,,,,,,,,,,,,,,
ABS142,19SWL82108,SAS,OLD,05AE,1,AB05AE0100,"POLICE OUTPOST LAKE, PROFILE",49.009620,-113.455410,0,1,122,N,,07/15/2019 12:05:00,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.74,,,9.08,,,,167,,,98.3,,,,,,,,,,,718,,,,,,,,20.45,,,,,,,,,,,,,,,,,
ABS142,19SWL82109,SAS,OLD,05AE,1,AB05AE0100,"POLICE OUTPOST LAKE, PROFILE",49.009620,-113.455410,0,1,122,N,,07/15/2019 12:06:00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8,9.85,,9.08,,,,125,,,97.4,,,,,,,,,,,717,,,,,,,,20.37,,,,,,,,,,,,,,,,,
ABS142,19SWL82110,SAS,OLD,05AE,1,AB05AE0100,"POLICE OUTPOST LAKE, PROFILE",49.009620,-113.455410,0,1,122,N,,07/15/2019 12:07:00,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.92,,,9.08,,,,94,,,96.4,,,,,,,,,,,717,,,,,,,,20.27,,,,,,,,,,,,,,,,,
ABS142,19SWL82111,SAS,OLD,05AE,1,AB05AE0100,"POLICE OUTPOST LAKE, PROFILE",49.009620,-113.455410,0,1,122,N,,07/15/2019 12:08:00,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.33,,,9.08,,,,66,,,95.6,,,,,,,,,,,715,,,,,,,,20.08,,,,,,,,,,,,,,,,,
ABS142,19SWL82112,SAS,OLD,05AE,1,AB05AE0100,"POLICE OUTPOST LAKE, PROFILE",49.009620,-113.455410,0,1,122,N,,07/15/2019 12:09:00,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.66,,,9.09,,,,47,,,95.5,,,,,,,,,,,716,,,,,,,,19.06,,,,,,,,,,,,,,,,,
ABS142,19SWL82113,SAS,OLD,05AE,1,AB05AE0100,"POLICE OUTPOST LAKE, PROFILE",49.009620,-113.455410,0,1,122,N,,07/15/2019 12:10:00,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.07,,,9.03,,,,30,,,89.9,,,,,,,,,,,715,,,,,,,,18.22,,,,,,,,,,,,,,,,,
ABS142,19SWL83102,SAS,OLD,05AE,1,AB05AE0100,"POLICE OUTPOST LAKE, PROFILE",49.009620,-113.455410,0,1,122,N,,08/20/2019 12:34:00,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABS142,19SWL83103,SAS,OLD,05AE,1,AB05AE0100,"POLICE OUTPOST LAKE, PROFILE",49.009620,-113.455410,0,1,122,N,,08/20/2019 12:36:00,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.69,,,9.22,,,,1228,,,140.1,,,,,,,,,,,708,,,,,,,,18.85,,,,,,,,,,,,,,,,,
ABS142,19SWL83104,SAS,OLD,05AE,1,AB05AE0100,"POLICE OUTPOST LAKE, PROFILE",49.009620,-113.455410,0,1,122,N,,08/20/2019 12:38:00,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.73,,,9.22,,,,893.2,,,130.3,,,,,,,,,,,708,,,,,,,,18.81,,,,,,,,,,,,,,,,,
ABS142,19SWL83105,SAS,OLD,05AE,1,AB05AE0100,"POLICE OUTPOST LAKE, PROFILE",49.009620,-113.455410,0,1,122,N,,08/20/2019 12:40:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.85,,,9.23,,,,709.7,,,125.5,,,,,,,,,,,707,,,,,,,,18.67,,,,,,,,,,,,,,,,,
ABS142,19SWL83106,SAS,OLD,05AE,1,AB05AE0100,"POLICE OUTPOST LAKE, PROFILE",49.009620,-113.455410,0,1,122,N,,08/20/2019 12:42:00,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.16,,,9.23,,,,533.7,,,122.4,,,,,,,,,,,707,,,,,,,,18.41,,,,,,,,,,,,,,,,,
ABS142,19SWL83107,SAS,OLD,05AE,1,AB05AE0100,"POLICE OUTPOST LAKE, PROFILE",49.009620,-113.455410,0,1,122,N,,08/20/2019 12:44:00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.18,,,9.23,,,,408.1,,,119,,,,,,,,,,,707,,,,,,,,18.38,,,,,,,,,,,,,,,,,
ABS142,19SWL83108,SAS,OLD,05AE,1,AB05AE0100,"POLICE OUTPOST LAKE, PROFILE",49.009620,-113.455410,0,1,122,N,,08/20/2019 12:46:00,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.37,,,9.24,,,,328.2,,,111,,,,,,,,,,,707,,,,,,,,18.36,,,,,,,,,,,,,,,,,
ABS142,19SWL83109,SAS,OLD,05AE,1,AB05AE0100,"POLICE OUTPOST LAKE, PROFILE",49.009620,-113.455410,0,1,122,N,,08/20/2019 12:48:00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.37,10.4,,9.23,,,,260.8,,,109.8,,,,,,,,,,,707,,,,,,,,18.34,,,,,,,,,,,,,,,,,
ABS142,19SWL83110,SAS,OLD,05AE,1,AB05AE0100,"POLICE OUTPOST LAKE, PROFILE",49.009620,-113.455410,0,1,122,N,,08/20/2019 12:50:00,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.35,,,9.23,,,,204.3,,,108.9,,,,,,,,,,,707,,,,,,,,18.28,,,,,,,,,,,,,,,,,
ABS142,19SWL83111,SAS,OLD,05AE,1,AB05AE0100,"POLICE OUTPOST LAKE, PROFILE",49.009620,-113.455410,0,1,122,N,,08/20/2019 12:52:00,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.33,,,9.23,,,,158.8,,,104.2,,,,,,,,,,,707,,,,,,,,18.29,,,,,,,,,,,,,,,,,
ABS142,19SWL83112,SAS,OLD,05AE,1,AB05AE0100,"POLICE OUTPOST LAKE, PROFILE",49.009620,-113.455410,0,1,122,N,,08/20/2019 12:54:00,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.43,,,9.24,,,,96.5,,,103.7,,,,,,,,,,,707,,,,,,,,18.28,,,,,,,,,,,,,,,,,
