ProjectNumber,SampleNumber,ContinentalRiverBasinCode,RiverBasinCode,RiverSubBasinCode,StationTypeCode,StationNumber,Station,LatitudeDecimalDegrees,LongitudeDecimalDegrees,SampleMatrixCode,SampleTypeCode,CollectionCode,QCSampleFlag,SampleComment,SampleDatetime,97251 DEPTH OF SAMPLING FROM SURFACE m,1593 ALKALINITY PHENOLPHTHALEIN CACO3 mg/L,1592 ALKALINITY TOTAL CACO3 mg/L,103927 ALUMINUM DISSOLVED ug/L,103999 ALUMINUM TOTAL RECOVERABLE ug/L,2007 AMMONIA TOTAL mg/L,103951 ANTIMONY DISSOLVED ug/L,80043 ANTIMONY TOTAL RECOVERABLE ug/L,103928 ARSENIC DISSOLVED ug/L,80020 ARSENIC TOTAL RECOVERABLE ug/L,103930 BARIUM DISSOLVED ug/L,80022 BARIUM TOTAL RECOVERABLE ug/L,103931 BERYLLIUM DISSOLVED ug/L,80023 BERYLLIUM TOTAL RECOVERABLE ug/L,1594 BICARBONATE (CALCD.) mg/L,103932 BISMUTH DISSOLVED ug/L,80024 BISMUTH TOTAL RECOVERABLE ug/L,103929 BORON DISSOLVED ug/L,80021 BORON TOTAL RECOVERABLE ug/L,103934 CADMIUM DISSOLVED ug/L,80026 CADMIUM TOTAL RECOVERABLE ug/L,103933 CALCIUM DISSOLVED mg/L,20111 CALCIUM DISSOLVED/FILTERED mg/L,80025 CALCIUM TOTAL RECOVERABLE mg/L,104311 CARBON DISSOLVED INORGANIC (DIC) mg/L,6152 CARBON DISSOLVED INORGANIC (DIC) mg/L,6107 CARBON DISSOLVED ORGANIC mg/L,22214 CARBON TOTAL ORGANIC (TOC) mg/L,1595 CARBONATE (CALCD.) mg/L,2003 CHLORIDE DISSOLVED mg/L,103935 CHLORINE DISSOLVED mg/L,80027 CHLORINE TOTAL RECOVERABLE mg/L,99212 CHLOROPHYLL A mg/m3,103937 CHROMIUM DISSOLVED ug/L,80029 CHROMIUM TOTAL RECOVERABLE ug/L,97320 CLOUD COVER %,103936 COBALT DISSOLVED ug/L,80028 COBALT TOTAL RECOVERABLE ug/L,106257 COLOUR (VISUAL) AT SITE N/A,22213 COLOUR TRUE CU,103938 COPPER DISSOLVED ug/L,80030 COPPER TOTAL RECOVERABLE ug/L,107206 EUPHOTIC DEPTH m,9105 FLUORIDE DISSOLVED mg/L,106258 FOAM (VISUAL) AT SITE N/A,10602 HARDNESS TOTAL CACO3 (CALCD.) mg/L,5155 HYDROGEN-2 (DEUTERIUM) IN WATER o/oo VSMOW,1596 HYDROXIDE (CALCD.) mg/L,60209 IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.) %,102090 IRON DISSOLVED mg/L,103939 IRON DISSOLVED ug/L,80031 IRON TOTAL RECOVERABLE ug/L,103949 LEAD DISSOLVED ug/L,80041 LEAD TOTAL RECOVERABLE ug/L,103942 LITHIUM DISSOLVED ug/L,80034 LITHIUM TOTAL RECOVERABLE ug/L,12111 MAGNESIUM DISSOLVED/FILTERED mg/L,102089 MANGANESE DISSOLVED mg/L,103944 MANGANESE DISSOLVED ug/L,80036 MANGANESE TOTAL RECOVERABLE ug/L,109749 MERCURY DISSOLVED ng/L,109748 MERCURY TOTAL ng/L,107108 MICROCYSTIN TOTAL ug/L,103945 MOLYBDENUM DISSOLVED ug/L,80037 MOLYBDENUM TOTAL RECOVERABLE ug/L,103947 NICKEL DISSOLVED ug/L,80039 NICKEL TOTAL RECOVERABLE ug/L,2008 NITROGEN DISSOLVED KJELDAHL (DKN) mg/L,102647 NITROGEN NITRATE mg/L,102648 NITROGEN NITRITE mg/L,102649 NITROGEN NO3 & NO2 mg/L,7602 NITROGEN TOTAL (CALCD.) mg/L,2009 NITROGEN TOTAL KJELDAHL (TKN) mg/L,106260 ODOUR APPARENT IN SAMPLE N/A,80558 OXYGEN DISSOLVED (FIELD METER) mg/L,5154 OXYGEN-18 IN WATER o/oo VSMOW,100923 PH (FIELD) pH units,10301 PH (LAB) pH units,2014 PHOSPHATE DISSOLVED ORTHO mg/L,2013 PHOSPHORUS TOTAL (P) mg/L,2010 PHOSPHORUS TOTAL DISSOLVED mg/L,101163 PHOTOSYNTHETICALLY ACTIVE RADIATION umol/s/m2,19111 POTASSIUM DISSOLVED/FILTERED mg/L,900038 REASON FOR MISSING SAMPLE N/A,2031 REDOX POTENTIAL mV,2004 RESIDUE FILTERABLE mg/L,2005 RESIDUE NONFILTERABLE mg/L,2078 SECCHI DISK TRANSPARENCY m,103952 SELENIUM DISSOLVED ug/L,80044 SELENIUM TOTAL RECOVERABLE ug/L,14106 SILICA REACTIVE mg/L,103926 SILVER DISSOLVED ug/L,103998 SILVER TOTAL RECOVERABLE ug/L,11111 SODIUM DISSOLVED/FILTERED mg/L,100924 SPECIFIC CONDUCTANCE (FIELD) uS/cm,2041 SPECIFIC CONDUCTANCE (LAB) uS/cm,103955 STRONTIUM DISSOLVED ug/L,80047 STRONTIUM TOTAL RECOVERABLE ug/L,1599 SULPHATE DISSOLVED mg/L,125 SUM OF ANIONS meq/L,120 SUM OF CATIONS meq/L,97060 TEMPERATURE AIR deg C,100925 TEMPERATURE WATER deg C,103958 THALLIUM DISSOLVED ug/L,80053 THALLIUM TOTAL RECOVERABLE ug/L,103956 THORIUM DISSOLVED ug/L,80048 THORIUM TOTAL RECOVERABLE ug/L,103954 TIN DISSOLVED ug/L,80046 TIN TOTAL RECOVERABLE ug/L,103957 TITANIUM DISSOLVED ug/L,80049 TITANIUM TOTAL RECOVERABLE ug/L,201 TOTAL DISSOLVED SOLIDS (CALCD.) mg/L,97001 TOTAL WATER DEPTH m,2002 TURBIDITY NTU,106259 TURBIDITY (VISUAL) AT SITE N/A,103959 URANIUM DISSOLVED ug/L,80054 URANIUM TOTAL RECOVERABLE ug/L,103960 VANADIUM DISSOLVED ug/L,80055 VANADIUM TOTAL RECOVERABLE ug/L,103961 ZINC DISSOLVED ug/L,80056 ZINC TOTAL RECOVERABLE ug/L
ABS020,20SWE04299,SAS,RED,05CD,1,AB05CD1080,"ALIX LAKE, PROFILE",52.390480,-113.198530,0,1,122,N,,09/22/2020 08:56:00,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.74,,8.8,,,,,,,,266,,,,,,,,,,996,,,,,,,,14.45,,,,,,,,,,,,,,,,,,
ABS020,20SWE04300,SAS,RED,05CD,1,AB05CD1080,"ALIX LAKE, PROFILE",52.390480,-113.198530,0,1,122,N,,09/22/2020 08:57:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.79,,8.8,,,,,,,,265,,,,,,,,,,996,,,,,,,,14.43,,,,,,,,,,,,,,,,,,
ABS020,20SWE04301,SAS,RED,05CD,1,AB05CD1080,"ALIX LAKE, PROFILE",52.390480,-113.198530,0,1,122,N,,09/22/2020 08:58:00,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.78,,8.8,,,,,,,,264,,,,,,,,,,996,,,,,,,,14.39,,,,,,,,,,,,,,,,,,
ABS020,20SWE04302,SAS,RED,05CD,1,AB05CD1080,"ALIX LAKE, PROFILE",52.390480,-113.198530,0,1,122,N,,09/22/2020 08:59:00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.66,,8.8,,,,,,,,263,,,,,,,,,,996,,,,,,,,14.36,,,,,,,,,,,,,,,,,,
ABS020,20SWE04303,SAS,RED,05CD,1,AB05CD1080,"ALIX LAKE, PROFILE",52.390480,-113.198530,0,1,122,N,,09/22/2020 09:00:00,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.65,,8.79,,,,,,,,263,,,,,,,,,,996,,,,,,,,14.33,,,,,,,,,,,,,,,,,,
ABS020,20SWE05468,SAS,NSA,05EB,1,AB05EB0980,"ANTLER LAKE, COMPOSITE",53.495830,-112.979170,0,15,16,N,"GPS: 53.49800 -112.98280. Wind: 3 km/hr W. Waves: 0. Less weed (floating) growth than last year. Water levels are up, we found a location with a depth of 2.7m. We may have drifted slightly during the Profile site reading. Microcystin ID: M200176 Probe #: 49593 TOW NET(8"")",06/23/2020 09:30:00,,7.1,160,,,0.069,,,,,,,,,180,,,,,,,,29,,,,28,,8.6,28,,,112,,,10,,,2,,,,0.9,,,130,,L1,0.57,L0.06,,,,,,,14,0.0048,,,,,1.64,,,,,,0.0038,L0.003,L0.0042,4.5,4.5,0,,,,8.67,,0.22,0.11,,26,,,,15,0.45,,,0.23,,,28,,430,,,15,4.4,4.4,22,,,,,,,,,,240,2,,1,,,,,,
ABS020,20SWE05900,SAS,NSA,05EB,1,AB05EB0980,"ANTLER LAKE, COMPOSITE",53.495830,-112.979170,0,15,16,N,"GPS: 53.4962 -112.9828. Wind: 6 km/hr NW. Waves: 0.05m. Used euphotic tubing to haul water at Profile site, but discarded it and re-rinsed comp jug. Blue-green algae blooms / weeds forming scums on shorline. Open water much less effected by blue-green scums. Obtained a greater depth at profile site due to proper anchoring. Lots of terns and invertebrates on and in the lake. Microcystin ID: M200177 Probe #: 49593 TOW NET(8"")",07/24/2020 09:15:00,,4.4,150,,,0.11,,,,,,,,,170,,,,,,,,33,,,,39,,5.3,28,,,285,,,100,,,2,,,,0.7,,,140,,L1,6.9,L0.06,,,,,,,14,0.0044,,,,,23.09,,,,,,0.0045,L0.003,0.0045,8.6,8.6,0,,,,8.59,,0.57,0.38,,25,,,,30,0.35,,,8.7,,,27,,420,,,13,4.1,4.7,15,,,,,,,,,,240,3.08,,2,,,,,,
ABS020,20SWE06037,SAS,NSA,05EB,1,AB05EB0980,"ANTLER LAKE, COMPOSITE",53.495830,-112.979170,0,15,16,N,"GPS: 53.49806 -112.9828. Wind: 2 km/hr N. Waves: 0. More green in the Eastern portion of the Lake. Overall, less then in July. Blue-green scums previously on shoreline are gone. Weeds seem to have replaced them. Strong Odor present near shore. Microcystin ID: M200124 Probe #: 49593 TOW NET(8""). Total phosphorus sample re-run by lab due to disagreement of QC. New results loaded. Original COA in DIVA.",08/18/2020 09:00:00,,32,170,,,0.059,,,,,,,,,130,,,,,,,,38,,,,3.1,,38,28,,,237,,,0,,,3,,,,0.55,,,150,,L1,5.5,L0.06,,,,,,,14,L0.004,,,,,27.44,,,,,,L0.003,L0.003,L0.0042,4.3,4.3,1,,,,9.01,,0.65,0.4,,26,,,,37,0.28,,,8.9,,,27,,420,,,12,4.4,4.9,20,,,,,,,,,,260,2.79,,1,,,,,,
ABS020,20SWE06457,SAS,NSA,05EB,1,AB05EB0980,"ANTLER LAKE, COMPOSITE",53.495830,-112.979170,0,15,16,N,"GPS: 53.49621 -112.9828. Wind: 2 km/hr SW. Waves: 0. Water was very calm. Lots of duckweed on shore. Microcystin ID: M200125 Probe #: 49593 TOW NET(8"")",09/17/2020 09:00:00,,L1,170,,,1.1,,,,,,,,,210,,,,,,,,35,,,,31,,L1,30,,,181,,,0,,,3,,,,0.5,,,150,,L1,4.8,L0.06,,,,,,,15,L0.004,,,,,1.91,,,,,,0.19,0.33,0.52,6.6,6.1,1,,,,8.08,,0.44,0.23,,27,,,,44,0.25,,,L0.05,,,29,,470,,,13,4.6,5,12,,,,,,,,,,260,2.94,,1,,,,,,
ABS020,20SWE05469,SAS,NSA,05EB,1,AB05EB0970,"ANTLER LAKE, PROFILE AT CENTRE",53.495830,-112.979170,0,1,122,N,,06/23/2020 09:10:00,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.31,,9.08,,,,,,,,321,,,,,,,,,,423,,,,,,,,20.92,,,,,,,,,,,,,,,,,,
ABS020,20SWE05470,SAS,NSA,05EB,1,AB05EB0970,"ANTLER LAKE, PROFILE AT CENTRE",53.495830,-112.979170,0,1,122,N,,06/23/2020 09:11:00,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.79,,9.06,,,,,,,,320,,,,,,,,,,423,,,,,,,,21.21,,,,,,,,,,,,,,,,,,
ABS020,20SWE05471,SAS,NSA,05EB,1,AB05EB0970,"ANTLER LAKE, PROFILE AT CENTRE",53.495830,-112.979170,0,1,122,N,,06/23/2020 09:12:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.83,,8.75,,,,,,,,328,,,,,,,,,,428,,,,,,,,20.34,,,,,,,,,,,,,,,,,,
ABS020,20SWE05472,SAS,NSA,05EB,1,AB05EB0970,"ANTLER LAKE, PROFILE AT CENTRE",53.495830,-112.979170,0,1,122,N,,06/23/2020 09:13:00,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.51,,8.3,,,,,,,,341,,,,,,,,,,434,,,,,,,,19.67,,,,,,,,,,,,,,,,,,
ABS020,20SWE05473,SAS,NSA,05EB,1,AB05EB0970,"ANTLER LAKE, PROFILE AT CENTRE",53.495830,-112.979170,0,1,122,N,,06/23/2020 09:14:00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22,,8.13,,,,,,,,346,,,,,,,,,,436,,,,,,,,19.41,,,,,,,,,,,,,,,,,,
ABS020,20SWE05901,SAS,NSA,05EB,1,AB05EB0970,"ANTLER LAKE, PROFILE AT CENTRE",53.495830,-112.979170,0,1,122,N,,07/24/2020 08:58:00,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.11,,8.64,,,,,,,,325,,,,,,,,,,416,,,,,,,,20.86,,,,,,,,,,,,,,,,,,
ABS020,20SWE05902,SAS,NSA,05EB,1,AB05EB0970,"ANTLER LAKE, PROFILE AT CENTRE",53.495830,-112.979170,0,1,122,N,,07/24/2020 08:59:00,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,8.64,,,,,,,,322,,,,,,,,,,416,,,,,,,,20.87,,,,,,,,,,,,,,,,,,
ABS020,20SWE05903,SAS,NSA,05EB,1,AB05EB0970,"ANTLER LAKE, PROFILE AT CENTRE",53.495830,-112.979170,0,1,122,N,,07/24/2020 09:00:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.77,,8.62,,,,,,,,321,,,,,,,,,,417,,,,,,,,20.86,,,,,,,,,,,,,,,,,,
ABS020,20SWE05904,SAS,NSA,05EB,1,AB05EB0970,"ANTLER LAKE, PROFILE AT CENTRE",53.495830,-112.979170,0,1,122,N,,07/24/2020 09:01:00,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.92,,8.56,,,,,,,,322,,,,,,,,,,418,,,,,,,,20.77,,,,,,,,,,,,,,,,,,
ABS020,20SWE05905,SAS,NSA,05EB,1,AB05EB0970,"ANTLER LAKE, PROFILE AT CENTRE",53.495830,-112.979170,0,1,122,N,,07/24/2020 09:02:00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.24,,8.17,,,,,,,,331,,,,,,,,,,424,,,,,,,,20.46,,,,,,,,,,,,,,,,,,
ABS020,20SWE05906,SAS,NSA,05EB,1,AB05EB0970,"ANTLER LAKE, PROFILE AT CENTRE",53.495830,-112.979170,0,1,122,N,,07/24/2020 09:03:00,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.14,,8.13,,,,,,,,332,,,,,,,,,,424,,,,,,,,20.31,,,,,,,,,,,,,,,,,,
ABS020,20SWE06039,SAS,NSA,05EB,1,AB05EB0970,"ANTLER LAKE, PROFILE AT CENTRE",53.495830,-112.979170,0,1,122,N,,08/18/2020 08:47:00,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.94,,8.99,,,,,,,,298,,,,,,,,,,421,,,,,,,,20.57,,,,,,,,,,,,,,,,,,
ABS020,20SWE06040,SAS,NSA,05EB,1,AB05EB0970,"ANTLER LAKE, PROFILE AT CENTRE",53.495830,-112.979170,0,1,122,N,,08/18/2020 08:48:00,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.78,,8.98,,,,,,,,296,,,,,,,,,,421,,,,,,,,20.37,,,,,,,,,,,,,,,,,,
ABS020,20SWE06041,SAS,NSA,05EB,1,AB05EB0970,"ANTLER LAKE, PROFILE AT CENTRE",53.495830,-112.979170,0,1,122,N,,08/18/2020 08:49:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.81,,8.94,,,,,,,,296,,,,,,,,,,421,,,,,,,,20.16,,,,,,,,,,,,,,,,,,
ABS020,20SWE06042,SAS,NSA,05EB,1,AB05EB0970,"ANTLER LAKE, PROFILE AT CENTRE",53.495830,-112.979170,0,1,122,N,,08/18/2020 08:50:00,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.39,,8.81,,,,,,,,298,,,,,,,,,,425,,,,,,,,19.98,,,,,,,,,,,,,,,,,,
ABS020,20SWE06043,SAS,NSA,05EB,1,AB05EB0970,"ANTLER LAKE, PROFILE AT CENTRE",53.495830,-112.979170,0,1,122,N,,08/18/2020 08:51:00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.76,,8.74,,,,,,,,299,,,,,,,,,,426,,,,,,,,19.95,,,,,,,,,,,,,,,,,,
ABS020,20SWE06044,SAS,NSA,05EB,1,AB05EB0970,"ANTLER LAKE, PROFILE AT CENTRE",53.495830,-112.979170,0,1,122,N,,08/18/2020 08:52:00,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,7.87,,,,,,,,323,,,,,,,,,,440,,,,,,,,19.63,,,,,,,,,,,,,,,,,,
ABS020,20SWE06458,SAS,NSA,05EB,1,AB05EB0970,"ANTLER LAKE, PROFILE AT CENTRE",53.495830,-112.979170,0,1,122,N,,09/17/2020 08:50:00,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.25,,7.67,,,,,,,,348,,,,,,,,,,462,,,,,,,,12.14,,,,,,,,,,,,,,,,,,
ABS020,20SWE06459,SAS,NSA,05EB,1,AB05EB0970,"ANTLER LAKE, PROFILE AT CENTRE",53.495830,-112.979170,0,1,122,N,,09/17/2020 08:51:00,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.61,,7.58,,,,,,,,349,,,,,,,,,,462,,,,,,,,11.99,,,,,,,,,,,,,,,,,,
ABS020,20SWE06460,SAS,NSA,05EB,1,AB05EB0970,"ANTLER LAKE, PROFILE AT CENTRE",53.495830,-112.979170,0,1,122,N,,09/17/2020 08:52:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,,7.56,,,,,,,,348,,,,,,,,,,462,,,,,,,,11.96,,,,,,,,,,,,,,,,,,
ABS020,20SWE06461,SAS,NSA,05EB,1,AB05EB0970,"ANTLER LAKE, PROFILE AT CENTRE",53.495830,-112.979170,0,1,122,N,,09/17/2020 08:53:00,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.13,,7.56,,,,,,,,348,,,,,,,,,,463,,,,,,,,11.96,,,,,,,,,,,,,,,,,,
ABS020,20SWE06462,SAS,NSA,05EB,1,AB05EB0970,"ANTLER LAKE, PROFILE AT CENTRE",53.495830,-112.979170,0,1,122,N,,09/17/2020 08:54:00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.06,,7.55,,,,,,,,347,,,,,,,,,,462,,,,,,,,11.96,,,,,,,,,,,,,,,,,,
ABS020,20SWE06463,SAS,NSA,05EB,1,AB05EB0970,"ANTLER LAKE, PROFILE AT CENTRE",53.495830,-112.979170,0,1,122,N,,09/17/2020 08:55:00,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.92,,7.53,,,,,,,,347,,,,,,,,,,463,,,,,,,,11.97,,,,,,,,,,,,,,,,,,
ABS019,20SWE03412,SAS,OLD,05AA,1,AB05AA0490,"BEAUVAIS LAKE, COMPOSITE",49.411240,-114.102000,0,13,133,N,"GPS: 49.41215, -114.10356. Wind: 18 km/hr W. Waves: 0.1m. Sampled from canoe. Last half of long arm of the lake is blocked off for waterfowl nesting until July 10th every year. Did profile site accidentally further east than should've been, but was actually deepest there (swapped sites 1&2). Entire watershed is in the provincial park so lake is very clean according to Klaus. SE arm was very shallow from macrophytes. Microcystin ID: M200083. Probe: 60444. Net: Wisconsin",06/22/2020 08:45:00,,L1,160,,,L0.015,,,,,,,,,190,,,,,,,,35,,,,6,,L1,1.7,,,3.1,,,0,,,1,,,,9.7,,,140,,L1,2.3,L0.06,,,,,,,13,0.0041,,,,,L0.1,,,,,,L0.003,L0.003,L0.0042,0.41,0.41,0,,,,7.92,,0.0063,0.0033,,1.1,,,,2.5,5,,,2.7,,,9.3,,290,,,6.1,3.4,3.2,14,,,,,,,,,,160,9.7,,1,,,,,,
ABS019,20SWE03698,SAS,OLD,05AA,1,AB05AA0490,"BEAUVAIS LAKE, COMPOSITE",49.411240,-114.102000,0,13,133,N,"GPS: 49.41210, -114.10292. Wind: 13 km/hr W. Waves: 0.1m. Specks of cyanobacteria visible in water column. Long arm of lake full of weeds. Bio suggests moving profile site to in front of volunteer's house (swap sites 1 & 2 like we did last time) becasue old profile site is not very deep. Microcystin ID: M200082. Probe: 41488. Net: Tow",07/23/2020 09:20:00,,L1,170,,,0.016,,,,,,,,,210,,,,,,,,29,,,,4.9,,L1,1.5,,,4.8,,,40,,,1,,,,8.8,,,130,,L1,8.8,L0.06,,,,,,,13,L0.004,,,,,L0.1,,,,,,L0.003,L0.003,L0.0042,0.43,0.43,0,,,,8.27,,0.01,L0.003,,1,,,,1.4,4.4,,,2.3,,,8.9,,280,,,5.3,3.5,3,18,,,,,,,,,,160,10.3,,2,,,,,,
ABS019,20SWE03883,SAS,OLD,05AA,1,AB05AA0490,"BEAUVAIS LAKE, COMPOSITE",49.411240,-114.102000,0,13,133,N,"GPS: 49.41178, -114.10258, Wind: 8 km/hr SW. Waves: 0m. No QC because volunteer accidentally rinsed out sulphuric acid vials. Wind picked up and temp increased throughout sampling. Lots of fish jumping and people fishing. Water is way clearer than last time. Only brought a 5m euphotic tubing accidentally so sampled to 5.0m instead of 7.6m. Microcystin ID: M200081. Probe: 47482. Net: Tow.",08/19/2020 08:30:00,,L1,140,,,L0.015,,,,,,,,,170,,,,,,,,31,,,,5.7,,L1,1.9,,,4.5,,,75,,,1,,,,7.6,,,130,,L1,3.8,L0.06,,,,,,,14,L0.004,,,,,L0.1,,,,,,L0.003,L0.003,L0.0042,0.44,0.44,0,,,,8.1,,0.0097,0.0045,,0.96,,,,1.5,3.8,,,2.5,,,9.1,,270,,,4.5,2.9,3.1,16,,,,,,,,,,150,9.8,,1,,,,,,
ABS019,20SWE04273,SAS,OLD,05AA,1,AB05AA0490,"BEAUVAIS LAKE, COMPOSITE",49.411240,-114.102000,0,13,133,N,"GPS: 49.4116302, -114.1026098. Wind: 3 km/hr S. Waves: 0.02m. Very calm in morning, warmed up by end of sampling. Foggy/smokey. Weeds in long arm of lake better than August but still had to move sites closer to main basin. Lots of fish jumping. Microcystin ID: M200080. Probe: 47482. Net: Tow.",09/15/2020 09:00:00,,L1,130,,,0.019,,,,,,,,,160,,,,,,,,31,,,,6,,L1,1.3,,,6.6,,,75,,,1,,,,9.2,,,140,,L1,6.5,L0.06,,,,,,,14,L0.004,,,,,L0.1,,,,,,L0.003,L0.003,L0.0042,0.45,0.45,0,,,,8.14,,0.0096,L0.003,,0.97,,,,1.7,4.6,,,1.8,,,9.5,,260,,,5,2.8,3.2,8,,,,,,,,,,140,10.3,,1,,,,,,
ABS019,20SWE03413,SAS,OLD,05AA,1,AB05AA0500,"BEAUVAIS LAKE, PROFILE",49.411240,-114.102000,0,1,122,N,,06/22/2020 08:15:00,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.45,,8.09,,,,,,,,350,,,,,,,,,,286,,,,,,,,15.02,,,,,,,,,,,,,,,,,,
ABS019,20SWE03414,SAS,OLD,05AA,1,AB05AA0500,"BEAUVAIS LAKE, PROFILE",49.411240,-114.102000,0,1,122,N,,06/22/2020 08:16:00,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.48,,8.09,,,,,,,,346,,,,,,,,,,286,,,,,,,,15.03,,,,,,,,,,,,,,,,,,
ABS019,20SWE03415,SAS,OLD,05AA,1,AB05AA0500,"BEAUVAIS LAKE, PROFILE",49.411240,-114.102000,0,1,122,N,,06/22/2020 08:17:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,,8.08,,,,,,,,344,,,,,,,,,,286,,,,,,,,15.01,,,,,,,,,,,,,,,,,,
ABS019,20SWE03416,SAS,OLD,05AA,1,AB05AA0500,"BEAUVAIS LAKE, PROFILE",49.411240,-114.102000,0,1,122,N,,06/22/2020 08:18:00,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.53,,8.06,,,,,,,,343,,,,,,,,,,286,,,,,,,,15.01,,,,,,,,,,,,,,,,,,
