FacDatabaseID,ApprovalHolderName,FacilityName,Sector,RPDatabaseID,RPName,RPDesignation,RPSCC,RPStatus,RPCondition,RPBaseElevation,RPLatitude,RPLongitude,RPActualHeight,RPDiameter,RPAveExitVelocity,RPMaxExitVelocity,RPMinExitVelocity,RPAveTemp,RPMaxTemp,RPMinTemp,RPBypassYN,RPBypassAssociatedRP,RPRooftopYN,RPDownwashYN,RPRainCapYN,RPNonVertYN
AEIR10002,Ovintiv Canada ULC.,Sexsmith Sour Gas Processing Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10002RP1,Thermal Oxidizer - Incinerator Stack (70100353),M-561,31000209,Operating,Normal,838,55.48047,-119.05887,76.8,2.3,19.1,,,733.0,,,No,,No,No,No,No
AEIR10002,Ovintiv Canada ULC.,Sexsmith Sour Gas Processing Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10002RP2,Steam Boiler 1 Stack (70099724),H-689,10200602,Operating,Normal,839,55.48005,-119.05831,15.2,0.6,13.1,,,422.6,,,No,,Yes,Yes,No,No
AEIR10002,Ovintiv Canada ULC.,Sexsmith Sour Gas Processing Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10002RP3,Steam Boiler 2 Stack (70099725),H-690,10200602,Operating,Normal,839,55.48008,-119.05824,15.2,0.6,13.1,,,422.6,,,No,,Yes,Yes,No,No
AEIR10002,Ovintiv Canada ULC.,Sexsmith Sour Gas Processing Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10002RP4,Steam Boiler 3 Stack (70099726),H-691,10200602,Operating,Normal,839,55.48011,-119.05818,15.2,0.6,13.1,,,422.6,,,No,,Yes,Yes,No,No
AEIR10002,Ovintiv Canada ULC.,Sexsmith Sour Gas Processing Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10002RP5,Flare (HP/LP) Stack (70101032),S-701,31000205,Operating,Upset,841,55.48098,-119.05573,91.0,0.6,10.2,,,535.0,,,No,,No,No,No,No
AEIR10002,Ovintiv Canada ULC.,Sexsmith Sour Gas Processing Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10002RP6,Tank Farm Flare Stack (70101030),S-101,31000205,Operating,Upset,839,55.47784,-119.05714,22.5,0.7,10.1,,,836.7,,,No,,No,No,No,No
AEIR10002,Ovintiv Canada ULC.,Sexsmith Sour Gas Processing Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10002RP7,Emergency Diesel Generator 1 Stack (2085782),G-801,20100102,Operating,Low Annual Output,839,55.47894,-119.05761,3.7,0.3,7.8,,,596.1,,,No,,Yes,No,No,No
AEIR10002,Ovintiv Canada ULC.,Sexsmith Sour Gas Processing Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10002RP8,Emergency Diesel Generator 2 Stack (80018801),G-995,20100102,Operating,Low Annual Output,839,55.47895,-119.05764,3.7,0.3,7.8,,,596.1,,,No,,Yes,No,No,No
AEIR10031,Cenovus Energy Inc.,Gilby Sour Gas Processing Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10031RP1,Compressor Engine Exhaust Stack 1,K100,20200253,Operating,Normal,953,52.54741,-114.54582,11.4,0.2,35.0,,,773.2,,,No,,Yes,Unknown,No,No
AEIR10031,Cenovus Energy Inc.,Gilby Sour Gas Processing Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10031RP2,Compressor Engine Exhaust Stack 2,K101,20200254,Temporarily shut-down,,953,52.54743,-114.54555,9.8,0.3,49.0,,,861.2,,,No,,Yes,Unknown,No,No
AEIR10031,Cenovus Energy Inc.,Gilby Sour Gas Processing Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10031RP3,Compressor Engine Exhaust Stack 3,K102,20200254,Operating,Normal,953,52.54813,-114.54606,9.8,0.3,10.7,,,650.2,,,No,,Yes,Unknown,No,No
AEIR10031,Cenovus Energy Inc.,Gilby Sour Gas Processing Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10031RP4,Natural Gas Incinerator Stack,INC-401,30609903,Operating,Low Annual Output,953,52.54735,-114.54625,9.1,0.9,7.0,,,"1,100.0",,,No,,No,Unknown,No,No
AEIR10031,Cenovus Energy Inc.,Gilby Sour Gas Processing Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10031RP5,LP Flare Stack,FL-602,31000205,Operating,Normal,953,52.54800,-114.54520,15.2,0.2,97.3,,,"1,273.0",,,No,,No,Unknown,No,No
AEIR10031,Cenovus Energy Inc.,Gilby Sour Gas Processing Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10031RP6,HP Flare Stack,FH-601,31000205,Operating,Normal,953,52.54814,-114.54525,39.6,0.4,97.3,,,"1,273.0",,,No,,No,Unknown,No,No
AEIR10031,Cenovus Energy Inc.,Gilby Sour Gas Processing Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10031RP7,Glycol Reboiler Exhaust Stack,H-771,10200603,Operating,Normal,953,52.54817,-114.54589,4.6,0.2,9.5,,,473.2,,,No,,Yes,Unknown,No,No
AEIR10032,Canadian Natural Resources Limited,Cecil Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10032RP1,Emergency Flare Stack,FS-101,31000205,Operating,Normal,699,56.28104,-119.16800,18.3,0.2,18.3,18.3,,"1,273.0","1,273.0",,Yes,all plant sources,No,No,No,No
AEIR10032,Canadian Natural Resources Limited,Cecil Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10032RP2,Acid Gas Flare Stack,FS-102,31000205,Operating,Normal,699,56.28102,-119.16800,45.7,0.1,4.3,4.3,,"1,273.0","1,273.0",,No,,No,No,No,No
AEIR10032,Canadian Natural Resources Limited,Cecil Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10032RP3,1406 kW Process Heater Exhaust Stack,H-1020,10200603,Operating,Normal,699,56.28037,-119.16700,4.0,0.3,15.3,19.1,,532.9,666.2,,No,,No,Yes,No,No
AEIR10032,Canadian Natural Resources Limited,Cecil Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10032RP4,176 kW Production Treater Exhaust Stack 1,H-100,10200603,Operating,Normal,699,56.28061,-119.16800,4.6,0.3,1.7,2.1,,474.5,593.2,,No,,No,Yes,No,No
AEIR10032,Canadian Natural Resources Limited,Cecil Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10032RP5,176 kW Production Treater Exhaust Stack 2,H-100,10200603,Operating,Normal,699,56.28061,-119.16800,4.6,0.3,1.7,2.1,,474.5,593.2,,No,,No,Yes,No,No
AEIR10032,Canadian Natural Resources Limited,Cecil Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10032RP6,906 kW Compressor Engine Exhaust Stack #1,Unit # 3731,20200254,Operating,Normal,699,56.27997,-119.16700,9.1,0.3,37.5,46.9,,520.1,650.2,,No,,No,Yes,No,No
AEIR10032,Canadian Natural Resources Limited,Cecil Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10032RP7,906 kW Compressor Engine Exhaust Stack #2,Unit # 3732,20200254,Operating,Normal,699,56.28006,-119.16700,9.1,0.3,37.5,46.9,,520.1,650.2,,No,,No,Yes,No,No
AEIR10036,Canadian Natural Resources Limited,Progress Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10036RP1,Plant 1 HP Emergency Flare Stack,S-800,31000205,Operating,Upset,842,55.72492,-119.40108,47.5,0.4,88.5,177.1,22.1,"1,194.9","1,194.9",,Yes,Plant 1 inlet and  sulphur plant,No,No,No,No
AEIR10036,Canadian Natural Resources Limited,Progress Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10036RP2,Plant 2 HP Emergency Flare Stack,2S-800,31000205,Operating,Upset,842,55.72460,-119.40108,45.7,0.4,77.4,154.9,19.4,"1,194.4","1,194.5",,Yes,plant 2 inlet and sulphur plant,No,No,No,No
AEIR10036,Canadian Natural Resources Limited,Progress Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10036RP3,LP Flare Stack,3S-800,31000205,Operating,Normal,842,55.72456,-119.40144,18.3,0.1,0.0,,,"1,499.0",,,No,,No,No,No,No
AEIR10036,Canadian Natural Resources Limited,Progress Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10036RP4,6150 kW Heat Medium Boiler Exhaust Stack (Broach),H-800,10200603,Operating,Normal,842,55.72455,-119.40398,9.1,0.8,7.6,7.6,,670.2,670.2,,No,,No,Yes,No,No
AEIR10036,Canadian Natural Resources Limited,Progress Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10036RP5,3840 kW Heat Medium Heater Exhaust Stack (Saskatoon),2H-800,10200603,Operating,Normal,842,55.72454,-119.40422,16.2,0.7,17.9,17.9,,707.2,707.2,,No,,No,Yes,No,No
AEIR10036,Canadian Natural Resources Limited,Progress Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10036RP6,586 kW Line Heater Exhaust Stack,LH-400,10200603,Operating,Normal,842,55.72085,-119.40423,5.5,0.5,3.3,3.3,,675.2,675.2,,No,,No,Yes,No,No
AEIR10036,Canadian Natural Resources Limited,Progress Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10036RP7,Sulphur Recovery Process Unit Incinerator Stack,S-400,31000209,Operating,Normal,842,55.72407,-119.40403,45.7,0.4,44.9,,,753.2,,673.2,No,,No,No,No,No
AEIR10036,Canadian Natural Resources Limited,Progress Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10036RP8,820 kW Compressor (16-36 Inlet Compressor Stn) Engine Exhaust Stack,6654,20200254,Operating,Normal,842,55.72074,-119.40362,12.5,0.3,35.5,35.5,,766.2,766.2,,No,,No,Yes,No,No
AEIR10036,Canadian Natural Resources Limited,Progress Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10036RP9,Waukesha 7042GL Booster Compressor Engine Stack,3642,20200202,Not yet constructed/operating,,842,55.72384,-119.40377,10.0,0.4,20.8,,,649.2,,,No,,No,Unknown,No,No
AEIR10081,Plains Midstream Canada ULC,Fort Saskatchewan Fractionation Plant and Associated Brine Storage Ponds,Oil & Gas - Natural Gas Production and Processing,2019EPEA10081RP1,H-62 Regeneration Gas Heater Exhaust Stack,H-62,10100601,Operating,Normal,624,53.76131,-113.16093,9.1,0.4,3.5,,,621.0,,,No,,Yes,Yes,No,No
AEIR10081,Plains Midstream Canada ULC,Fort Saskatchewan Fractionation Plant and Associated Brine Storage Ponds,Oil & Gas - Natural Gas Production and Processing,2019EPEA10081RP2,H30 Debutanizer Hot Oil Heater Debut 1 Exhaust Stack,H-30,10100601,Operating,Normal,625,53.76100,-113.15968,24.0,1.4,8.3,,,674.0,,,No,,Yes,Yes,No,No
AEIR10081,Plains Midstream Canada ULC,Fort Saskatchewan Fractionation Plant and Associated Brine Storage Ponds,Oil & Gas - Natural Gas Production and Processing,2019EPEA10081RP3,H60 Hot Oil Heater Debut 2 Exhaust Stack,H-60,10100601,Operating,Normal,625,53.76105,-113.16121,28.2,1.8,6.4,,,666.0,,,No,,Yes,Yes,No,No
AEIR10081,Plains Midstream Canada ULC,Fort Saskatchewan Fractionation Plant and Associated Brine Storage Ponds,Oil & Gas - Natural Gas Production and Processing,2019EPEA10081RP4,H1 Depropanizer Hot Oil Heater Exhaust Stack,H-1,10100601,Operating,Normal,625,53.76070,-113.15814,44.7,2.1,6.6,,,648.0,,,No,,Yes,Yes,No,No
AEIR10081,Plains Midstream Canada ULC,Fort Saskatchewan Fractionation Plant and Associated Brine Storage Ponds,Oil & Gas - Natural Gas Production and Processing,2019EPEA10081RP5,H-650 Natural Gas Heater Exhaust Stack,H-650,10100601,Operating,Normal,627,53.75587,-113.16124,13.3,0.8,5.5,,,663.0,,,No,,Yes,Yes,No,No
AEIR10081,Plains Midstream Canada ULC,Fort Saskatchewan Fractionation Plant and Associated Brine Storage Ponds,Oil & Gas - Natural Gas Production and Processing,2019EPEA10081RP6,H-8710 Feed Pre-Heater Exhaust Stack,H-8710,10100601,Operating,Normal,625,53.76114,-113.16019,7.8,0.5,3.4,,,553.0,,,No,,Yes,Yes,No,No
AEIR10081,Plains Midstream Canada ULC,Fort Saskatchewan Fractionation Plant and Associated Brine Storage Ponds,Oil & Gas - Natural Gas Production and Processing,2019EPEA10081RP7,H-901 Glycol Heater Exhaust Stack,H-901,10100601,Temporarily shut-down,,627,53.75610,-113.16344,18.0,1.2,4.0,,,553.0,,,No,,Yes,Yes,No,No
AEIR10081,Plains Midstream Canada ULC,Fort Saskatchewan Fractionation Plant and Associated Brine Storage Ponds,Oil & Gas - Natural Gas Production and Processing,2019EPEA10081RP8,H801 Glycol Heater Exhaust Stack,H-801,10100601,Temporarily shut-down,,627,53.75611,-113.16358,17.3,1.2,1.5,,,653.0,,,No,,Yes,Yes,No,No
AEIR10081,Plains Midstream Canada ULC,Fort Saskatchewan Fractionation Plant and Associated Brine Storage Ponds,Oil & Gas - Natural Gas Production and Processing,2019EPEA10081RP9,H150 Fire Water Tank Heater Exhaust Stack,H-150,10100601,Operating,Normal,627,53.75554,-113.16338,7.9,0.3,4.4,,,689.2,,,No,,No,No,No,No
AEIR10081,Plains Midstream Canada ULC,Fort Saskatchewan Fractionation Plant and Associated Brine Storage Ponds,Oil & Gas - Natural Gas Production and Processing,2019EPEA10081RP10,H-70620 Fire Water Tank Heater Exhaust Stack,H-70620,10100601,Operating,Normal,627,53.75549,-113.16328,9.1,0.3,4.4,,,689.2,,,No,,No,No,No,No
AEIR10081,Plains Midstream Canada ULC,Fort Saskatchewan Fractionation Plant and Associated Brine Storage Ponds,Oil & Gas - Natural Gas Production and Processing,2019EPEA10081RP11,EG410B C2C3 Emergency Firewater Generator Exhaust Stack,EG-410B,20200102,Operating,Upset,627,53.75541,-113.16340,4.6,0.1,0.6,,,788.5,"1,101.2",,No,,No,No,No,No
AEIR10081,Plains Midstream Canada ULC,Fort Saskatchewan Fractionation Plant and Associated Brine Storage Ponds,Oil & Gas - Natural Gas Production and Processing,2019EPEA10081RP12,EG100 FRAC Emergency Generator Exhaust Stack,EG-100,20200102,Operating,Upset,626,53.75973,-113.15852,4.6,0.1,1.0,,,795.2,,,No,,No,No,No,No
AEIR10081,Plains Midstream Canada ULC,Fort Saskatchewan Fractionation Plant and Associated Brine Storage Ponds,Oil & Gas - Natural Gas Production and Processing,2019EPEA10081RP13,EG401 C2C3 Emergency Generator Exhaust Stack,EG-401,20200102,Operating,Upset,628,53.75461,-113.16126,6.1,0.1,1.2,,,752.6,,,No,,No,No,No,No
AEIR10081,Plains Midstream Canada ULC,Fort Saskatchewan Fractionation Plant and Associated Brine Storage Ponds,Oil & Gas - Natural Gas Production and Processing,2019EPEA10081RP14,EG801 COSRP Emergency Generator Exhaust Stack,EG-801,20200102,Operating,Upset,628,53.75461,-113.16126,3.7,0.1,1.2,,,752.6,,,No,,No,No,No,No
AEIR10081,Plains Midstream Canada ULC,Fort Saskatchewan Fractionation Plant and Associated Brine Storage Ponds,Oil & Gas - Natural Gas Production and Processing,2019EPEA10081RP15,EG155 River Water Emergency Generator Exhaust Stack,EG-155,20200102,Operating,Upset,609,53.76072,-113.16787,4.6,0.1,1.1,,,768.9,,,No,,No,No,No,No
AEIR10081,Plains Midstream Canada ULC,Fort Saskatchewan Fractionation Plant and Associated Brine Storage Ponds,Oil & Gas - Natural Gas Production and Processing,2019EPEA10081RP16,EG70750 Rail Emergency Firewater Generator Exhaust Stack,EG-70750,20200102,Operating,Normal,626,53.76329,-113.15403,5.2,0.1,1.0,,,785.2,,,No,,No,No,No,No
AEIR10081,Plains Midstream Canada ULC,Fort Saskatchewan Fractionation Plant and Associated Brine Storage Ponds,Oil & Gas - Natural Gas Production and Processing,2019EPEA10081RP17,H902 COSRP Incinerator Stack,H-902,31000209,Temporarily shut-down,,627,53.75610,-113.16398,27.4,0.6,12.0,,,886.0,,,No,,No,No,No,No
AEIR10081,Plains Midstream Canada ULC,Fort Saskatchewan Fractionation Plant and Associated Brine Storage Ponds,Oil & Gas - Natural Gas Production and Processing,2019EPEA10081RP18,H8700 Merox Incinerator Stack,H-8700,31000209,Operating,Normal,625,53.76130,-113.16002,9.1,0.5,5.0,,,923.2,,,No,,No,No,No,No
AEIR10081,Plains Midstream Canada ULC,Fort Saskatchewan Fractionation Plant and Associated Brine Storage Ponds,Oil & Gas - Natural Gas Production and Processing,2019EPEA10081RP19,M401 Emergency Flare Stack,M-401,31000205,Operating,Upset,626,53.75570,-113.16467,19.8,1.1,99.9,,,723.2,,,No,,No,No,No,No
AEIR10081,Plains Midstream Canada ULC,Fort Saskatchewan Fractionation Plant and Associated Brine Storage Ponds,Oil & Gas - Natural Gas Production and Processing,2019EPEA10081RP20,H2 Emergency Flare Stack,H-2,31000205,Operating,Upset,625,53.76213,-113.15821,80.0,0.8,157.6,,,"1,173.2",,,No,,No,No,No,No
AEIR10081,Plains Midstream Canada ULC,Fort Saskatchewan Fractionation Plant and Associated Brine Storage Ponds,Oil & Gas - Natural Gas Production and Processing,2019EPEA10081RP21,H3 Emergency Flare Stack,H-3,31000205,Operating,Upset,625,53.76181,-113.15895,19.8,0.6,99.9,,,707.6,,,No,,No,No,No,No
AEIR10081,Plains Midstream Canada ULC,Fort Saskatchewan Fractionation Plant and Associated Brine Storage Ponds,Oil & Gas - Natural Gas Production and Processing,2019EPEA10081RP22,EG-8000 MEROX Generator Stack,EG-8000,10100601,Operating,Upset,626,53.75999,-113.16089,6.1,0.1,1.2,,,752.6,,,No,,No,No,No,No
AEIR10094,Canamax Energy Ltd.,Grimshaw Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10094RP1,140 kW Waukesha Compressor Stack,K-820,30602401,Operating,Normal,584,56.21302,-117.52277,5.0,0.1,39.8,,,911.0,,,No,,Yes,Yes,No,No
AEIR10094,Canamax Energy Ltd.,Grimshaw Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10094RP2,145 kW Caterpillar Compressor Stack,K-810,30602401,Operating,Normal,584,56.21299,-117.52308,4.9,0.1,56.3,,,808.0,,,No,,Yes,Yes,No,No
AEIR10094,Canamax Energy Ltd.,Grimshaw Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10094RP3,104 kW Glycol Reboiler Stack,STK2,30600105,Temporarily shut-down,,584,56.21313,-117.52306,4.3,0.4,1.4,,,637.0,,,No,,Yes,Yes,No,No
AEIR10094,Canamax Energy Ltd.,Grimshaw Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10094RP4,30 kW Tank Heater Stack,STK5,30600105,Decommissioned,,584,56.21304,-117.52288,7.0,0.2,2.1,,,455.0,,,No,,Yes,No,No,No
AEIR10094,Canamax Energy Ltd.,Grimshaw Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10094RP5,Emergency Flare Stack,FS-902,30600903,Operating,Upset,584,56.21290,-117.52160,9.1,0.1,2.8,,,"1,194.0",,,No,,No,No,No,No
AEIR10094,Canamax Energy Ltd.,Grimshaw Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10094RP6,35 kW Amine Reboiler Stack,H-410,30600105,Decommissioned,,584,56.21314,-117.52389,7.6,0.4,0.6,,,637.0,,,No,,Yes,Yes,No,No
AEIR10133,New Star Energy Ltd.,Highvale Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10133RP1,Emergency Flare Stack,HP/LP,31000205,Operating,Normal,760,53.37608,-114.52768,32.5,0.3,205.0,,,"1,016.0",,,No,,No,No,No,No
AEIR10133,New Star Energy Ltd.,Highvale Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10133RP2,K-2350 Inlet Compressor Stack,K-2350,31000203,Operating,Normal,760,53.37592,-114.52798,13.4,0.3,23.4,,,637.0,,,No,,No,Yes,No,No
AEIR10133,New Star Energy Ltd.,Highvale Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10133RP3,Acid Gas Flare Stack,Acid Gas Flare,31000205,Operating,Normal,760,53.37602,-114.52922,32.5,0.2,103.9,,,"1,000.0",,,No,,No,No,No,No
AEIR10133,New Star Energy Ltd.,Highvale Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10133RP4,DeEthanizer Reboiler #2 Stack,DeEthanizer Reboiler #2,30190003,Operating,Normal,760,53.37569,-114.52877,4.4,0.3,4.7,,,482.0,,,No,,No,Yes,No,No
AEIR10133,New Star Energy Ltd.,Highvale Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10133RP5,FWKO Heater Stack,V-135,30190003,Decommissioned,,760,53.37572,-114.52658,8.7,0.6,3.6,,,482.0,,,No,,No,Yes,No,No
AEIR10133,New Star Energy Ltd.,Highvale Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10133RP6,Heat Medium Heater Stack,Heat Medium Heater,30190003,Operating,Normal,760,53.75709,-114.52851,4.1,0.3,0.6,,,593.0,,,No,,No,Yes,No,No
AEIR10133,New Star Energy Ltd.,Highvale Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10133RP7,C-1 Inlet Compressor Stack,K-1000,31000203,Operating,Normal,760,53.37536,-114.52866,14.0,0.3,29.6,,,605.0,,,No,,No,Yes,No,No
AEIR10133,New Star Energy Ltd.,Highvale Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10133RP8,C-2 Inlet Compressor Stack,C-2,31000203,Decommissioned,,760,53.37535,-114.52848,12.8,0.2,11.0,,,554.0,,,No,,No,Yes,No,No
AEIR10133,New Star Energy Ltd.,Highvale Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10133RP9,Treater V-113 Stack,V-113,31000128,Operating,Normal,760,53.37578,-114.52685,6.9,0.4,2.0,,,482.0,,,No,,No,Yes,No,No
AEIR10133,New Star Energy Ltd.,Highvale Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10133RP10,Glycol Reboiler (Refrig #2) Stack,Glycol Reboiler (Refrig #2),31000301,Operating,Normal,760,53.37580,-114.52880,11.1,0.2,7.9,,,593.0,,,No,,No,Yes,No,No
AEIR10133,New Star Energy Ltd.,Highvale Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10133RP11,Amine Reboiler #1 Stack,Amine Reboiler #1,30190003,Operating,Normal,760,53.37551,-114.52817,9.6,0.5,8.8,,,593.0,,,No,,No,Yes,No,No
AEIR10133,New Star Energy Ltd.,Highvale Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10133RP12,Treater D-140 Stack,D-140,31000128,Decommissioned,,760,53.37566,-114.52671,9.4,0.4,2.5,,,482.0,,,No,,No,Yes,No,No
AEIR10133,New Star Energy Ltd.,Highvale Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10133RP13,Utility Heater #1 Stack,Utility Heater #1,30190003,Operating,Normal,760,53.37517,-114.52688,6.2,0.4,3.4,,,427.0,,,No,,No,Yes,No,No
AEIR10133,New Star Energy Ltd.,Highvale Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10133RP14,Glycol Reboiler (Refrig #1) Stack,Glycol Reboiler (Refrig #1),31000301,Decommissioned,,760,53.37544,-114.52821,6.7,0.2,4.0,,,593.0,,,No,,No,Yes,No,No
AEIR10133,New Star Energy Ltd.,Highvale Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10133RP15,K-2300 Inlet Compressor Stack,K-2300,31000203,Operating,Normal,760,53.37586,-114.52773,8.6,0.3,41.4,,,449.0,,,No,,No,Yes,No,No
AEIR10133,New Star Energy Ltd.,Highvale Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10133RP16,Salt Bath Heater #1 Stack,Salt Bath Heater #1,30190003,Decommissioned,,760,53.37564,-114.52858,8.1,0.4,3.2,,,482.0,,,No,,No,Yes,No,No
AEIR10133,New Star Energy Ltd.,Highvale Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10133RP17,Future 73kW Refrig Stack,Future 73kW Refrig Stack,31000301,Not yet constructed/operating,,760,53.37547,-114.52848,5.2,0.2,5.0,,,593.0,,,No,,No,Unknown,No,No
AEIR10133,New Star Energy Ltd.,Highvale Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10133RP18,Future 110 kW DeC2 Stack,Future 110 kW DeC2 Stack,30190003,Not yet constructed/operating,,760,53.37554,-114.52792,5.2,0.2,7.4,,,482.0,,,No,,No,Unknown,No,No
AEIR10133,New Star Energy Ltd.,Highvale Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10133RP19,Oil Battery Flare Stack,Oil Battery Flare Stack,31000205,Operating,Normal,760,53.37580,-114.52822,12.2,0.3,205.0,,,"1,016.0",,,No,,No,Yes,No,No
AEIR10133,New Star Energy Ltd.,Highvale Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10133RP20,"Caterpillar G3516LE (K-2450,Nomad # 2) Compressor Stack","K-2450,Nomad # 2",31000203,Operating,Normal,760,53.37580,-114.52769,8.9,0.3,41.4,,,449.0,,,No,,No,Unknown,No,No
AEIR10133,New Star Energy Ltd.,Highvale Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10133RP21,New Treater Stack (8’ x 30’) (V-151),V-151,31000128,Operating,Normal,760,53.37583,-114.52732,8.9,0.5,3.0,,,570.0,,,No,,No,Unknown,No,No
AEIR10133,New Star Energy Ltd.,Highvale Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10133RP22,"Caterpillar G3516LE (K-2460, Future Nomad # 3) Compressor Stack","K-2460, Future Nomad # 3",31000203,Operating,Normal,760,53.37582,-114.52679,8.9,1.3,41.4,,,449.0,,,No,,No,Unknown,No,No
AEIR10133,New Star Energy Ltd.,Highvale Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10133RP23,"Caterpillar G3516LE (K-2400,Nomad # 1) Compressor Stack","K-2400,Nomad # 1",31000203,Operating,Normal,760,53.37581,-114.52628,8.4,0.3,41.4,,,449.0,,,No,,No,Unknown,No,No
AEIR10137,Cardinal Energy Limited,House Mountain Sour Gas Processing Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10137RP1,1200 kW Compressor Engine Exhaust Stack,K-100,2310022300,Operating,Normal,858,55.02349,-115.28432,12.2,0.6,2.4,,,650.0,,,No,,No,Unknown,No,No
AEIR10137,Cardinal Energy Limited,House Mountain Sour Gas Processing Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10137RP2,1200 kW Compressor Engine Exhaust Stack,K-101,2310022300,Operating,Normal,858,55.02347,-115.28435,12.2,0.6,2.4,,,650.0,,,No,,No,Unknown,No,No
AEIR10137,Cardinal Energy Limited,House Mountain Sour Gas Processing Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10137RP3,1800 kW Glycol Water Heater Exhaust Stack,H-100,2310020600,Operating,Normal,858,55.02332,-115.28442,5.6,0.5,2.4,,,480.0,,,No,,No,Unknown,No,No
AEIR10137,Cardinal Energy Limited,House Mountain Sour Gas Processing Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA10137RP4,600 kW Glycol Water Heater Exhaust Stack,H-200,2310020600,Operating,Normal,858,55.02331,-115.28430,4.2,0.5,2.4,,,480.0,,,No,,No,Unknown,No,No
