FacDatabaseID,ApprovalHolderName,FacilityName,Sector,RPDatabaseID,RPName,RPDesignation,RPSCC,RPStatus,RPCondition,RPBaseElevation,RPLatitude,RPLongitude,RPActualHeight,RPDiameter,RPAveExitVelocity,RPMaxExitVelocity,RPMinExitVelocity,RPAveTemp,RPMaxTemp,RPMinTemp,RPBypassYN,RPBypassAssociatedRP,RPRooftopYN,RPDownwashYN,RPRainCapYN,RPNonVertYN
AEIR11641,CertainTeed Gypsum Canada INC,Calgary Building Products Manufacturing Plant ,Manufacturing - General,2019EPEA11641RP15,Additive Bulk Handling Area Baghouse (Unit No. 459) Exhaust Stack,Unit # 459,30515004,Operating,Normal,"1,070",50.99383,-113.98919,6.0,0.3,0.2,0.2,0.0,288.0,303.0,298.0,No,,No,No,No,No
AEIR11641,CertainTeed Gypsum Canada INC,Calgary Building Products Manufacturing Plant ,Manufacturing - General,2019EPEA11641RP16,Mineral Bin Baghouse (Unit No. 315) Exhaust Stack,Unit # 315,30515001,Operating,Normal,"1,070",50.99366,-113.98899,6.0,0.3,0.2,0.2,0.0,288.0,303.0,298.0,No,,No,No,No,No
AEIR11641,CertainTeed Gypsum Canada INC,Calgary Building Products Manufacturing Plant ,Manufacturing - General,2019EPEA11641RP17,Rock Bin Baghouse (Unit No. 278) Exhaust Stack,Unit # 278,30515001,Operating,Normal,"1,070",50.99346,-113.98878,6.0,0.3,0.2,0.2,0.0,288.0,303.0,298.0,No,,No,No,No,No
AEIR11641,CertainTeed Gypsum Canada INC,Calgary Building Products Manufacturing Plant ,Manufacturing - General,2019EPEA11641RP18,Pulp Mixing Tank (Unit No. 440) Exhaust Stack,Unit # 440,30515001,Operating,Normal,"1,070",50.99349,-113.98941,6.0,0.3,0.2,0.2,0.0,288.0,303.0,298.0,No,,No,No,No,No
AEIR11641,CertainTeed Gypsum Canada INC,Calgary Building Products Manufacturing Plant ,Manufacturing - General,2019EPEA11641RP19,Dunnage Machine (Unit No. 660) Exhaust Stack,Unit # 660,30515001,Operating,Normal,"1,070",50.99327,-113.98918,6.0,0.3,0.2,0.2,0.0,288.0,303.0,298.0,No,,No,No,No,No
AEIR11641,CertainTeed Gypsum Canada INC,Calgary Building Products Manufacturing Plant ,Manufacturing - General,2019EPEA11641RP20,Gas Fired Boiler Exhaust Stack ,Gas Fired Boiler Exhaust Stack ,30599999,Operating,Normal,"1,070",50.99470,-113.99218,6.0,0.2,0.1,0.1,0.0,313.0,318.0,298.0,No,,No,No,No,Yes
AEIR11641,CertainTeed Gypsum Canada INC,Calgary Building Products Manufacturing Plant ,Manufacturing - General,2019EPEA11641RP21,HVAC System and Air Make Up Unit Vent,HVAC System and Air Make Up Unit Vent,30599999,Operating,Normal,"1,070",50.99470,-113.99218,6.0,0.3,0.2,0.2,0.0,288.0,303.0,298.0,No,,No,No,No,Yes
AEIR11641,CertainTeed Gypsum Canada INC,Calgary Building Products Manufacturing Plant ,Manufacturing - General,2019EPEA11641RP22,Building Ventilation Exhaust,small ventilation vent ports,31088811,Operating,Normal,"1,070",50.99470,-113.99218,6.0,0.1,0.1,0.1,0.0,288.0,303.0,298.0,No,,No,No,No,No
AEIR11641,CertainTeed Gypsum Canada INC,Calgary Building Products Manufacturing Plant ,Manufacturing - General,2019EPEA11641RP23,Silo Baghouse (Unit No. 388) Exhaust Stack,Unit # 388,30515001,Operating,Normal,"1,070",50.99448,-113.99049,7.7,0.2,5.0,,,468.3,,,No,,No,Unknown,No,No
AEIR11689,Obsidian Energy Ltd,Bigoray Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA11689RP1,Amine Reboiler Firetube Stack #1,Amine Reboiler Firetube Stack #1,10200603,Operating,Normal,838,53.43397,-115.12342,8.0,0.4,3.8,,,630.9,,,No,,Yes,Yes,No,No
AEIR11689,Obsidian Energy Ltd,Bigoray Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA11689RP2,Amine Reboiler Firetube Stack #2,Amine Reboiler Firetube Stack #2,10200603,Operating,Normal,838,53.43398,-115.12335,8.0,0.4,3.8,,,630.9,,,No,,Yes,Yes,No,No
AEIR11689,Obsidian Energy Ltd,Bigoray Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA11689RP3,Amine Reboiler Firetube Stack #3,Amine Reboiler Firetube Stack #3,10200603,Operating,Normal,838,53.43415,-115.12346,7.8,0.4,3.8,,,633.2,,,No,,Yes,Yes,No,No
AEIR11689,Obsidian Energy Ltd,Bigoray Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA11689RP4,Amine Reboiler Firetube Stack #4,Amine Reboiler Firetube Stack #4,10200603,Operating,Normal,838,53.43416,-115.12339,7.8,0.4,3.8,,,633.2,,,No,,Yes,Yes,No,No
AEIR11689,Obsidian Energy Ltd,Bigoray Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA11689RP5,147 kW Glycol Reboiler Exhaust Stack,147 kW Glycol Reboiler Exhaust Stack,10200603,Operating,Normal,838,53.43402,-115.12358,5.0,0.2,2.8,,,629.8,,,No,,Yes,Yes,No,No
AEIR11689,Obsidian Energy Ltd,Bigoray Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA11689RP6,220 kW Battery Line Heater Exhaust Stack,220 kW Battery Line Heater Exhaust Stack,10200602,Operating,Normal,837,53.43302,-115.12200,5.9,0.4,1.7,,,595.4,,,No,,Yes,Yes,No,No
AEIR11689,Obsidian Energy Ltd,Bigoray Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA11689RP7,695 kW Stabilizer Reboiler Exhaust Stack,695 kW Stabilizer Reboiler Exhaust Stack,10200602,Operating,Normal,838,53.43408,-115.12322,7.2,0.3,8.0,,,664.8,,,No,,Yes,Yes,No,No
AEIR11689,Obsidian Energy Ltd,Bigoray Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA11689RP8,147 kW Battery Treater Exhaust Stack,147 kW Battery Treater Exhaust Stack,10200602,Operating,Normal,837,53.43308,-115.12195,10.4,0.3,1.3,,,403.7,,,No,,Yes,Yes,No,No
AEIR11689,Obsidian Energy Ltd,Bigoray Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA11689RP9,385 kW (Waukesha H24GL) Compressor Exhaust Stack,385 kW (Waukesha H24GL) Compressor Exhaust Stack,20200252,Operating,Normal,838,53.43352,-115.12330,7.2,0.2,43.5,,,721.2,,,No,,Yes,Yes,No,No
AEIR11689,Obsidian Energy Ltd,Bigoray Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA11689RP10,Continuous Acid Gas Stack,Continuous Acid Gas Stack,31000205,Operating,Normal,900,53.43276,-115.12284,79.5,0.2,7.0,14.0,,516.9,,,No,,No,Yes,No,No
AEIR11689,Obsidian Energy Ltd,Bigoray Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA11689RP11,Battery Flare Stack,Battery Flare Stack,31000205,Operating,Normal,838,53.48000,-115.13000,79.5,0.1,1.1,,,"1,979.6",,,No,,No,Yes,No,No
AEIR11689,Obsidian Energy Ltd,Bigoray Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA11689RP12,Emergency Flare Stack,Emergency Flare Stack,31000205,Operating,Normal,900,53.43284,-115.12331,30.0,0.7,10.1,,,836.7,,,No,,No,Yes,No,No
AEIR11796,Alphabow Energy Ltd.,Hastings Coulee (Battle River) Sour Gas Processing Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA11796RP1,838 kW Compressor Engine Exhaust Stack,K-600,31000313,Operating,Normal,715,52.52398,-112.04818,7.2,0.3,38.9,,,723.2,,,No,,No,Yes,Yes,No
AEIR11796,Alphabow Energy Ltd.,Hastings Coulee (Battle River) Sour Gas Processing Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA11796RP2,809 kW Compressor Engine Exhaust Stack,K-610,31000313,Operating,Normal,715,52.52387,-112.04818,7.2,0.3,38.9,,,723.2,,,No,,No,Yes,Yes,No
AEIR11796,Alphabow Energy Ltd.,Hastings Coulee (Battle River) Sour Gas Processing Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA11796RP3,290 kW Glycol Heating System Heater Exhaust Stack,H-800,31000404,Operating,Normal,715,52.52429,-112.04670,6.0,0.4,3.3,,,604.8,,,No,,No,Yes,No,No
AEIR11796,Alphabow Energy Ltd.,Hastings Coulee (Battle River) Sour Gas Processing Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA11796RP4,351 kW Glycol Reconcentrator Exhaust Stack,H-840,31000301,Operating,Normal,715,52.52399,-112.04627,7.5,0.4,3.0,,,604.8,,,No,,No,Yes,Yes,No
AEIR11796,Alphabow Energy Ltd.,Hastings Coulee (Battle River) Sour Gas Processing Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA11796RP5,87 kW Acid Gas Glycol Reconcentrator Exhaust Stack,H-830,31000301,Operating,Normal,715,52.52394,-112.04706,4.6,0.3,1.7,,,604.8,,,No,,No,Yes,Yes,No
AEIR11796,Alphabow Energy Ltd.,Hastings Coulee (Battle River) Sour Gas Processing Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA11796RP6,1842 kW Ucarsol Reboiler Exhaust Stack,H-820a,31000299,Operating,Normal,715,52.52404,-112.04641,8.1,0.6,3.2,,,516.8,,,No,,No,Yes,No,No
AEIR11796,Alphabow Energy Ltd.,Hastings Coulee (Battle River) Sour Gas Processing Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA11796RP7,1842 kW Ucarsol Reboiler Sxhaust Stack,H-820b,31000299,Operating,Normal,715,52.52404,-112.04638,8.1,0.6,3.2,,,516.8,,,No,,No,Yes,No,No
AEIR11796,Alphabow Energy Ltd.,Hastings Coulee (Battle River) Sour Gas Processing Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA11796RP8,Emergency Flare Stack,M90,31000205,Operating,Normal,715,52.52315,-112.04787,30.5,0.4,2.0,,,"2,000.0",,,No,,No,Yes,No,No
AEIR11796,Alphabow Energy Ltd.,Hastings Coulee (Battle River) Sour Gas Processing Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA11796RP9,Acid Gas Flare Stack,M905,31000205,Operating,Normal,715,52.52319,-112.04779,30.5,0.2,1.8,,,"2,000.0",,,No,,No,Yes,No,No
AEIR11876,Prairie Mines & Royalty ULC,Sheerness Coal Mine,Mining and Quarrying - Coal Mining and Processing,2019EPEA11876RP1,No release points reported,,,,,,,,,,,,,,,,,,,,,
AEIR123,Heartland Generation,Sheerness Coal-Fired Thermal Electric Power Plant,Electric Power and Heating - Coal,2019EPEA123RP1,Main Stack,12899 (AEP CEMS User Manual main stack ID),10100221,Operating,Normal,807,51.44265,-111.79007,132.0,7.6,28.6,38.3,0.0,427.7,453.8,274.1,No,,No,Yes,No,No
AEIR123,Heartland Generation,Sheerness Coal-Fired Thermal Electric Power Plant,Electric Power and Heating - Coal,2019EPEA123RP2,Auxilliary Boiler Stack,Natural gas fired auxiliary boiler stack (from approval),10200602,Operating,Normal,806,51.44339,-111.79329,20.5,1.1,30.0,,,443.0,,,No,,Yes,Unknown,Yes,No
AEIR123,Heartland Generation,Sheerness Coal-Fired Thermal Electric Power Plant,Electric Power and Heating - Coal,2019EPEA123RP3,Standby Generator Stack,Standby gas turbine exhaust stack (from approval),20100201,Operating,Normal,806,51.44347,-111.79334,14.0,1.0,48.0,,,760.0,,,No,,Yes,Unknown,No,No
AEIR123,Heartland Generation,Sheerness Coal-Fired Thermal Electric Power Plant,Electric Power and Heating - Coal,2019EPEA123RP4,Deluge Diesel Fire Pump Exhaust Stack,Diesel fire pump exhaust stack (from approval),20300107,Operating,Normal,807,51.44453,-111.79297,16.8,0.2,41.6,,,755.0,,,No,,Yes,Unknown,No,No
AEIR123,Heartland Generation,Sheerness Coal-Fired Thermal Electric Power Plant,Electric Power and Heating - Coal,2019EPEA123RP5,Standpipe Diesel Fire Pump Exhaust Stack,Diesel fire pump exhaust stack (from approval),20300107,Operating,Normal,807,51.44458,-111.79284,16.8,0.2,12.6,,,711.0,,,No,,Yes,Unknown,No,No
AEIR128,Baymag Inc.,Baymag Exshaw Operations,Cement and Concrete - Lime Manufacture,2019EPEA128RP1,MHF#1 Exhaust Stack,3-2375,30500606,Operating,Normal,"1,310",51.05938,-115.21126,60.0,1.3,17.5,,,492.0,,,No,,No,Yes,No,No
AEIR128,Baymag Inc.,Baymag Exshaw Operations,Cement and Concrete - Lime Manufacture,2019EPEA128RP2,MHF#2 Exhaust Stack,4-2375,30500606,Operating,Normal,"1,310",51.05968,-115.21150,60.0,1.7,26.7,,,448.0,,,No,,No,Yes,No,No
AEIR128,Baymag Inc.,Baymag Exshaw Operations,Cement and Concrete - Lime Manufacture,2019EPEA128RP3,Ore Crushing Baghouse Stack,3-1310,30500609,Operating,Normal,"1,310",51.05969,-115.21114,1.2,0.4,27.7,,,313.0,,,No,,No,Yes,No,Yes
AEIR128,Baymag Inc.,Baymag Exshaw Operations,Cement and Concrete - Lime Manufacture,2019EPEA128RP4,Ore Screening Baghouse Stack,3-1710,30500611,Operating,Normal,"1,310",51.05953,-115.21157,4.7,0.5,34.9,,,313.0,,,No,,No,Yes,No,Yes
AEIR128,Baymag Inc.,Baymag Exshaw Operations,Cement and Concrete - Lime Manufacture,2019EPEA128RP5,MHF# 1 Process Building Baghouse Stack,3-3210,30500613,Operating,Normal,"1,310",51.05935,-115.21151,14.0,0.4,30.7,,,313.0,,,No,,No,Yes,No,Yes
AEIR128,Baymag Inc.,Baymag Exshaw Operations,Cement and Concrete - Lime Manufacture,2019EPEA128RP6,MHF# 1 Product Screening and Storage Silo Baghouse Stack,3-4310,30500611,Operating,Normal,"1,310",51.05921,-115.21153,34.1,0.5,34.4,,,313.0,,,No,,No,Yes,No,Yes
AEIR128,Baymag Inc.,Baymag Exshaw Operations,Cement and Concrete - Lime Manufacture,2019EPEA128RP7,Milled Product Baghouse Stack,3-4500,30500699,Operating,Normal,"1,310",51.05930,-115.21160,20.9,0.6,34.9,,,325.0,,,No,,No,Yes,No,Yes
AEIR128,Baymag Inc.,Baymag Exshaw Operations,Cement and Concrete - Lime Manufacture,2019EPEA128RP8,Second Milled Product Baghouse Stack,4-4500,30500699,Operating,Normal,"1,310",51.05918,-115.21152,20.0,1.0,15.4,,,325.0,,,No,,No,Yes,No,Yes
AEIR128,Baymag Inc.,Baymag Exshaw Operations,Cement and Concrete - Lime Manufacture,2019EPEA128RP9,Product Bagging Baghouse Stack,3-3810,30500699,Operating,Normal,"1,310",51.05920,-115.21178,1.0,0.4,27.1,,,313.0,,,No,,No,Yes,No,Yes
AEIR128,Baymag Inc.,Baymag Exshaw Operations,Cement and Concrete - Lime Manufacture,2019EPEA128RP10,Storage Silo Baghouse Stack,3-4610,30500699,Operating,Normal,"1,310",51.05917,-115.21157,26.4,0.2,17.6,,,313.0,,,No,,Yes,Yes,No,Yes
AEIR128,Baymag Inc.,Baymag Exshaw Operations,Cement and Concrete - Lime Manufacture,2019EPEA128RP11,Storage Silo Baghouse Stack,3-4710,30500699,Operating,Normal,"1,310",51.05912,-115.21169,26.4,0.2,17.6,,,313.0,,,No,,Yes,Yes,No,Yes
AEIR128,Baymag Inc.,Baymag Exshaw Operations,Cement and Concrete - Lime Manufacture,2019EPEA128RP12,Loadout Area Baghouse Stack,3-8610,30500699,Operating,Normal,"1,310",51.05910,-115.21163,1.5,0.6,34.4,,,313.0,,,No,,No,Yes,No,Yes
AEIR128,Baymag Inc.,Baymag Exshaw Operations,Cement and Concrete - Lime Manufacture,2019EPEA128RP13,MHF# 2 Process Building Baghouse Stack,4-3210,30500613,Operating,Normal,"1,310",51.05955,-115.21182,19.7,0.4,30.2,,,313.0,,,No,,No,Yes,No,Yes
AEIR128,Baymag Inc.,Baymag Exshaw Operations,Cement and Concrete - Lime Manufacture,2019EPEA128RP14,MHF# 2 Screening and Storage Silo Baghouse Stack,4-4310,30500611,Operating,Normal,"1,310",51.05951,-115.21177,35.6,0.5,34.1,,,313.0,,,No,,No,Yes,No,Yes
AEIR128,Baymag Inc.,Baymag Exshaw Operations,Cement and Concrete - Lime Manufacture,2019EPEA128RP15,Raw Feed Storage Bin Baghouse Stack,2-5130,30500699,Temporarily shut-down,,"1,310",51.05887,-115.21276,25.6,0.8,23.3,,,311.0,,,No,,Yes,Yes,No,No
AEIR128,Baymag Inc.,Baymag Exshaw Operations,Cement and Concrete - Lime Manufacture,2019EPEA128RP16,Electric Arc Furnace Area Baghouse Stack,2-5400,30500699,Temporarily shut-down,,"1,310",51.05887,-115.21282,25.6,0.7,26.8,,,311.0,,,No,,Yes,Yes,No,No
AEIR128,Baymag Inc.,Baymag Exshaw Operations,Cement and Concrete - Lime Manufacture,2019EPEA128RP17,Electric Arc Furnace 1 Baghouse Stack,2-6430,30500699,Temporarily shut-down,,"1,310",51.05901,-115.21292,16.7,0.8,35.1,,,455.0,,,No,,No,Yes,No,Yes
AEIR128,Baymag Inc.,Baymag Exshaw Operations,Cement and Concrete - Lime Manufacture,2019EPEA128RP18,Electric Arc Furnace 2 Baghouse Stack,2-6450,30500699,Temporarily shut-down,,"1,310",51.05887,-115.21324,18.2,0.8,35.1,,,455.0,,,No,,No,Yes,No,Yes
AEIR128,Baymag Inc.,Baymag Exshaw Operations,Cement and Concrete - Lime Manufacture,2019EPEA128RP19,Deshell Area Baghouse Stack,2-6470,30500699,Temporarily shut-down,,"1,310",51.05881,-115.21335,19.3,0.6,22.8,,,311.0,,,No,,No,Yes,No,Yes
AEIR128,Baymag Inc.,Baymag Exshaw Operations,Cement and Concrete - Lime Manufacture,2019EPEA128RP20,Descaling Area Baghouse Stack,2-7270,30500699,Temporarily shut-down,,"1,310",51.05877,-115.21344,18.2,0.4,26.2,,,311.0,,,No,,No,Yes,No,Yes
AEIR128,Baymag Inc.,Baymag Exshaw Operations,Cement and Concrete - Lime Manufacture,2019EPEA128RP21,Crushing Area Baghouse Stack,2-7300,30500609,Temporarily shut-down,,"1,310",51.05874,-115.21350,18.2,0.7,22.2,,,311.0,,,No,,No,Yes,No,Yes
AEIR128,Baymag Inc.,Baymag Exshaw Operations,Cement and Concrete - Lime Manufacture,2019EPEA128RP22,Emergency Generator Stack,Emergency Generator,2270006005,Operating,Upset,"1,310",51.06017,-115.20998,3.0,0.1,3.3,,,575.4,,,No,,No,Unknown,No,No
AEIR128,Baymag Inc.,Baymag Exshaw Operations,Cement and Concrete - Lime Manufacture,2019EPEA128RP23,GSC and Baghouse Dust Collector Exhaust Stack ,4-6375,30500699,Not yet constructed/operating,,"1,310",51.06081,-115.21081,60.0,1.2,8.9,,,433.0,,,No,,No,Unknown,No,No
AEIR128,Baymag Inc.,Baymag Exshaw Operations,Cement and Concrete - Lime Manufacture,2019EPEA128RP24,GSC Material Handling Baghouse Dust Collector Vent Stack,4-6103,30500699,Not yet constructed/operating,,"1,310",51.06086,-115.21050,23.9,1.0,0.5,,,373.0,,,No,,No,Unknown,No,No
AEIR13,Canadian Natural Resources Ltd.,Ante Creek Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA13RP1,Glycol Boiler (981 kW) Exhaust Stack #1,G810-801-1,10200603,Operating,Normal,847,54.62531,-117.46425,7.3,0.4,6.7,,,670.2,,,No,,No,Yes,No,No
AEIR13,Canadian Natural Resources Ltd.,Ante Creek Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA13RP2,Glycol Boiler (981 kW) Exhaust Stack #2,G810-802-2,10200603,Operating,Normal,847,54.62533,-117.46425,7.3,0.4,6.7,,,670.2,,,No,,No,Yes,No,No
AEIR13,Canadian Natural Resources Ltd.,Ante Creek Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA13RP3,Oil Treater (1320 kW) Exhaust Stack #1,Oil Treater (1),31000128,Operating,Normal,846,54.62603,-117.46367,8.5,0.4,2.7,,,596.2,,,No,,No,Yes,No,No
AEIR13,Canadian Natural Resources Ltd.,Ante Creek Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA13RP4,Oil Treater (1320 kW) Exhaust Stack #2,Oil Treater (2),31000128,Operating,Normal,846,54.62603,-117.46364,8.5,0.4,2.7,,,596.2,,,No,,no,Yes,No,No
AEIR13,Canadian Natural Resources Ltd.,Ante Creek Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA13RP5,Oil Treater (1320 kW) Exhaust Stack #3,Oil Treater (3),31000128,Operating,Normal,846,54.62603,-117.46361,8.5,0.4,2.7,,,596.2,,,No,,No,Yes,No,No
AEIR13,Canadian Natural Resources Ltd.,Ante Creek Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA13RP6,Waukesha Compressor Engine (918.7 kW) Exhaust Stack,Waukesha Engine - 6117 - 918.7 kW,20200253,Operating,Normal,844,54.62652,-117.46271,21.0,0.4,18.0,,,841.2,,,No,,No,Yes,No,No
AEIR13,Canadian Natural Resources Ltd.,Ante Creek Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA13RP7,Emergency Flare Stack,Emergency Flare,31000205,Operating,Upset,842,54.62690,-117.46343,13.7,0.2,3.4,,,"1,200.5",,,Yes,all plant psvs and inlet seperator,No,No,No,No
AEIR1329,Keyera Energy Ltd.,Nordegg Sour Gas Processing Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA1329RP1,Emergency Flare Stack,Emergency Flare Stack,31000205,Operating,Normal,"1,024",52.77590,-115.66180,45.7,0.6,20.0,,,"1,273.0",,,No,,No,Yes,No,No
AEIR1329,Keyera Energy Ltd.,Nordegg Sour Gas Processing Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA1329RP2,1219 kW Inlet Compressor Stack,K-101,20200253,Operating,Normal,"1,024",52.77694,-115.66179,11.7,0.3,86.0,,,839.2,,,No,,Yes,Yes,No,No
AEIR1329,Keyera Energy Ltd.,Nordegg Sour Gas Processing Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA1329RP3,1219 kW inlet Compressor Stack,K-102,20200253,Operating,Normal,"1,024",52.77694,-115.66170,11.7,0.3,86.0,,,839.2,,,No,,Yes,Yes,No,No
AEIR1329,Keyera Energy Ltd.,Nordegg Sour Gas Processing Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA1329RP4,970 kW Booster Compressor Stack,K-202,20200254,Operating,Normal,"1,024",52.77724,-115.66396,5.8,0.4,26.6,,,861.2,,,No,,Yes,Yes,No,No
AEIR1329,Keyera Energy Ltd.,Nordegg Sour Gas Processing Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA1329RP5,8819 kW Hot Oil Heater Stack,H-4 #1,10200602,Operating,Normal,"1,024",52.77678,-115.66335,8.9,1.1,51.2,,,618.2,,,No,,No,Yes,No,No
AEIR1329,Keyera Energy Ltd.,Nordegg Sour Gas Processing Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA1329RP6,8819 kW Hot Oil Heater Stack,H-4 #2,10200602,Operating,Normal,"1,024",52.77678,-115.66342,8.9,1.1,51.2,,,618.2,,,No,,No,Yes,No,No
AEIR1329,Keyera Energy Ltd.,Nordegg Sour Gas Processing Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA1329RP7,1200 kW Glycol Heater Stack,H-7,10200603,Operating,Normal,"1,023",52.77675,-115.66114,6.0,0.6,20.8,,,618.2,,,No,,No,Yes,No,No
AEIR1329,Keyera Energy Ltd.,Nordegg Sour Gas Processing Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA1329RP8,586 kW Glycol Heater Stack,H-5B,10200603,Operating,Normal,"1,024",52.77762,-115.66246,7.0,0.4,20.8,,,618.2,,,No,,No,Yes,No,No
AEIR1329,Keyera Energy Ltd.,Nordegg Sour Gas Processing Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA1329RP9,586 kW Glycol Heater Stack,H-5A,10200603,Operating,Normal,"1,024",52.77721,-115.66231,6.0,0.4,20.8,,,618.2,,,No,,No,Yes,No,No
AEIR1329,Keyera Energy Ltd.,Nordegg Sour Gas Processing Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA1329RP10,Line Heater Stack,LH1,10200603,Operating,Normal,"1,024",52.77622,-115.66276,6.0,0.3,3.5,,,618.2,,,No,,Yes,Yes,No,No
AEIR1329,Keyera Energy Ltd.,Nordegg Sour Gas Processing Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA1329RP11,Line Heater Stack,LH2,10200603,Operating,Normal,"1,025",52.77570,-115.66437,6.0,0.3,3.5,,,618.2,,,No,,Yes,Yes,No,No
AEIR1329,Keyera Energy Ltd.,Nordegg Sour Gas Processing Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA1329RP12,Line Heater Stack,LH3,10200603,Operating,Normal,"1,025",52.77586,-115.66384,6.0,0.5,3.5,,,618.2,,,No,,Yes,Yes,No,No
AEIR1329,Keyera Energy Ltd.,Nordegg Sour Gas Processing Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA1329RP13,Line Heater Stack,LH4,10200603,Operating,Normal,"1,025",52.77581,-115.66381,5.5,0.3,3.5,,,618.2,,,No,,Yes,Yes,No,No
AEIR1333,Keyera Energy Ltd.,Gilby Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA1333RP1,878 kW Compressor Engine Exhaust Stack,C-1 West,20200201,Temporarily shut-down,,961,52.46370,-114.34622,7.7,0.6,53.7,,,733.2,,,No,,No,Yes,No,No
AEIR1333,Keyera Energy Ltd.,Gilby Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA1333RP2,849 kW Compressor Engine Exhaust Stack,C-1 East,20200201,Temporarily shut-down,,961,52.46370,-114.34612,10.2,0.6,53.7,,,733.2,,,No,,No,Yes,No,No
AEIR1333,Keyera Energy Ltd.,Gilby Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA1333RP3,446 kW Compressor Engine Exhaust Stack,1-C-1,20200253,Operating,Normal,961,52.46420,-114.34725,13.7,0.3,85.6,,,700.2,,,No,,No,Yes,No,No
AEIR1333,Keyera Energy Ltd.,Gilby Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA1333RP4,446 kW Compressor Engine Exhaust Stack,2-C-1,20200253,Operating,Normal,962,52.46426,-114.34725,13.7,0.3,85.6,,,700.2,,,No,,No,Yes,No,No
AEIR1333,Keyera Energy Ltd.,Gilby Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA1333RP5,446 kW Compressor Engine Exhaust Stack,2-C-2,20200253,Operating,Normal,962,52.46431,-114.34725,13.7,0.3,85.6,,,700.2,,,No,,No,Yes,No,No
AEIR1333,Keyera Energy Ltd.,Gilby Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA1333RP6,"7,976 kW Frac Heater Exhaust Stack",2-H-1,10200602,Operating,Normal,961,52.46350,-114.34746,22.4,1.5,5.1,,,618.2,,,No,,No,No,No,No
AEIR1333,Keyera Energy Ltd.,Gilby Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA1333RP7,"7,622 kW Hot Oil Heater Exhaust Stack",1-H-1,10200602,Operating,Normal,961,52.46382,-114.34841,22.4,1.5,5.3,,,618.2,,,No,,No,Yes,No,No
AEIR1333,Keyera Energy Ltd.,Gilby Sour Gas Plant,Oil & Gas - Natural Gas Production and Processing,2019EPEA1333RP8,"1,758 kW Line Heater Exhaust Stack",3-H-1,10200603,Operating,Normal,961,52.46367,-114.34730,9.8,0.5,10.9,,,423.2,,,No,,No,Yes,No,No
